company_name,category,address,website_url,phone_number,email_address
"Ballyhea Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Ballyhea, County Cork, Ireland",https://totsspots.com/listing/ballyhea-parent-baby-toddler-group/,ballyheapreschoolboard.com,
"Ballymoney Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Glennaglogh, County Wexford, Y25 D680, Ireland",https://ballymoneysteiner.com/,087 2102876,
"Ballymote Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Keash Rd, Ballymote, Sligo, Ireland",https://ballymotefamilyresourcecentre.ie/news/,071 91 97818,
"Ballynanty Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Ballynanty Beg, Limerick, V94 APX8, Ireland",https://www.northsidefrc.ie/children/parent-and-toddler-group/,+353 61 326 623,info@northsidefrc.ie
"Ballyvaughan Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Ballyvaughan Holiday Cottages, Knocknagroagh, Ballyvaughan, Co. Clare, Ireland",https://totsspots.com/listing/ballyvaughan-parent-baby-toddler-group/,0861525843,
Bandon Parent & Toddler Group,"Playgroups, Baby & Toddler Group","Cloghmacsimon, Bandon, County Cork, P72 P895, Ireland",https://bandonfrc.ie/services/,0238829466,info@cfsbandon.com
"Belcarra Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Cuillare, Co. Mayo, F23 HY58, Ireland",https://www.belcarra.ie/community-futures/,,deirdre.flatley10@gmail.com
"Belturbet Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","The Diamond, Corporation Lands, Co. Cavan, Ireland",https://totsspots.com/listing/belturbet-parent-toddler-baby-group/,049 952 2683,
Blackrock Baby & Toddler Group Cork,"Playgroups, Baby & Toddler Group","Ballintemple, Cork, T12 Y304, Ireland",https://totsspots.com/listing/blackrock-cork-toddler-group/,,blackrocktoddlebums@gmail.com
"Borris Parent, Baby & Toddler Group Carlow","Playgroups, Baby & Toddler Group","Borris, County Carlow, R95 AY07, Ireland",https://totsspots.com/listing/borris-parent-baby-toddler-group-carlow/,087 4519376,
"Borrisokane Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Borrisokane, County Tipperary, Ireland",https://www.silverarchfrc.ie/news/145/community-families-parent-toddler-amp-baby-groups.php,087 9520130,info@silverarchfrc.ie
"Boyle Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Military Rd, Knocknashee, Boyle, Co. Roscommon, Ireland",https://www.boylefrc.ie/services/29/parent-baby-toddler-group.php,,
"Bree Enniscorthy Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Knocknagross, County Wexford, Y21 XF95, Ireland",https://www.independent.ie/regionals/wexford/enniscorthy-news/localnotes/around-the-districts-bree-galbally-to-kiltealy-ballindaggin/a1010161768.html,085 1180930,
"Bunclody Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Main St, Newtownbarry, Bunclody, County Wexford, Ireland",https://visitbunclody.ie/baby-toddler-group/,083 3219929,
"Buncrana Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Buncrana, County Donegal, Ireland",https://totsspots.com/listing/buncrana-donegal-toddler-group/,086 3125183,shaunamckinley@gmail.com
"Caherdaniel Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Ballycarnahan, Co. Kerry, Ireland",https://totsspots.com/listing/caherdaniel-parent-baby-toddler-group/,,
Callan Kilkenny - Baby & Toddler Group- Droichead Family Resource Centre,"Playgroups, Baby & Toddler Group","West St, Callan South, Callan, Co. Kilkenny, Ireland",https://droicheadfrc.ie/,085 856 4950,admin@droicheadfrc.ie
"Cappawhite & Annacarty Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Annacarty, County Tipperary, Ireland Cappawhite National School, Cappagh, Cappawhite, County Tipperary, Ireland",https://totsspots.com/listing/teatime-baby-and-toddler-group/,087 3386923,
Carrick on Shannon Parent and Toddler Group,"Playgroups, Baby & Toddler Group","Townparks, Carrick-On-Shannon, County Leitrim, N41 X9D6, Ireland",https://www.breffnifrc.ie/,0719622566,
"Carrick Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Roxborough Glebe, County Donegal, F94 KXY1, Ireland",https://carrickonline.net/links/carrick-family-playgroup,,staceygeoghegan88@gmail.com
Carrick-on-suir Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Townparks, Carrick-on-Suir, County Tipperary, E32 P928, Ireland",https://totsspots.com/listing/carrick-on-suir-baby-toddler-group/,051 642 418,
Carrickmacross Parents & Tots,"Playgroups, Baby & Toddler Group","Kilmactrasna, County Monaghan, A81 NY04, Ireland",https://www.facebook.com/ParentsTotsCBC/,,
"Carrigaline Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Carrigaline, County Cork, Ireland",https://totsspots.com/listing/carrigaline-parent-toddler-group/,,
Carrigallen Parent and Toddler Group,"Playgroups, Baby & Toddler Group","Boeeshil, County Leitrim, N41 Y2F5, Ireland",https://mohillfamilysupportcentre.org/services/,071 963 1253,support@mohillfsc.info
"Carrignavar Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Laharan, County Cork, T34 D527, Ireland",https://totsspots.com/listing/carrignavar-parent-baby-toddler-group/,+353 87 807 1218,glencarrigkids@gmail.com
"Carrigtwohill Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Carrigtohill, County Cork, T45 FW61, Ireland",https://carrigtwohillfrc.ie/services/parent-and-toddler-group/,0214533000,coordinator@carrigtwohillfrc.ie
"Castleblayney Parent, Baby & Toddler Group - Blaneytots","Playgroups, Baby & Toddler Group","Killygola, County Monaghan, A75 E653, Ireland",https://www.castleblayneycentralschool.com/?fbclid=IwZXh0bgNhZW0CMTAAAR0cTZWeTQryZL9t0gJpse-c1_-BkjHz-bWIMI5tRFDUqyjVDEZBfTn9aCA_aem_T2a1eMPExYrukBtvraBfVA,,castleblayneycentralns@gmail.com
"Castleconnell Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","14-15 Castle Street, Coolbane, Castleconnell, Co. Limerick, Ireland",https://totsspots.com/listing/castleconnell-parent-baby-and-toddler-group/,,
Castleisland Parent and Toddler Group in Kerry,"Playgroups, Baby & Toddler Group","Tonbwee, County Kerry, V92 P803, Ireland",https://www.facebook.com/castleislandparentandtoddlergroup/about,,
"Castlemaine Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Castlemaine, County Kerry, Ireland",https://totsspots.com/listing/castlemaine-parent-baby-toddler-group/,,
"Castletown Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Castletown, County Cork, P47 YR96, Ireland",https://totsspots.com/listing/castletown-parent-baby-toddler-group/,,castletownparentsandtoddlers@gmail.com
Castletownbere Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Knockaneroe, County Cork, P75 WN88, Ireland",https://totsspots.com/listing/castletownbere-parent-baby-toddler-group/,+353 27 70998,info@bearawestfrc.ie
Cellarstown / New Park / Kilkenny - Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Garrincreen, Kilkenny, R95 RK40, Ireland",https://totsspots.com/listing/cellarstown-kilkenny-baby-toddler-group/,087 1939776,
"Claregalway Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Lakeview, County Galway, H91 THH4, Ireland",https://totsspots.com/listing/claregalway-parent-baby-toddler-group/,,fi.dwyer@gmail.com
Clashmore / Kinsalebeg Toddler Group,"Playgroups, Baby & Toddler Group","Ballyheeny, County Waterford, P36 V348, Ireland",https://totsspots.com/listing/clashmore-kinsalebeg-toddler-group/,,
"Clonakilty Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Tawnies Upper, Clonakilty, County Cork, P85 XC64, Ireland",https://totsspots.com/listing/clonakilty-parent-baby-toddler-group/,0863226635,
Clones Baby & Toddler Group - Clones Family Resource Centre,"Playgroups, Baby & Toddler Group","Largy, County Monaghan, H23 AE75, Ireland",https://totsspots.com/listing/clones-parent-baby-toddler-group/,047 52919,
"Clonmany Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Clehagh, County Donegal, F93 YX90, Ireland",https://totsspots.com/listing/clonmany-donegal-toddler-group/,,carolineharkin@hotmail.com
Clonmel & Cashel Parent and Baby Group,"Playgroups, Baby & Toddler Group","Cashel, County Tipperary, Ireland Clonmel, County Tipperary, Ireland",https://clonmelcommunitymother.ie/mother-baby-parent-toddler/,,
"Clonmel / Cahir Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Townparks, Kilcommon Cross, County Tipperary, Ireland Wilderness Grove, Clonmel, County Tipperary, Ireland Irishtown, Clonmel, County Tipperary, Ireland",https://clonmelcommunitymother.ie/mother-baby-parent-toddler/?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExdEpvak95U0xFbkJad1RSWQEeeoNimM8kgjZpnmCbCqxXTN_kmMX7SvQ0rjk1hxeWTf5a0nb_9yOIqHQLLiA_aem_6r8M0595DRJfrCoaLCSF5g,0526128199,
Clooneen/Manorhamilton Parent & Toddler Group,"Playgroups, Baby & Toddler Group","Clooneen, County Leitrim, F91 PP62, Ireland",https://totsspots.com/listing/clooneen-manorhamilton-parent-toddler-group/,,siunmcglynn@gmail.com
Coachford Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Nadrid, County Cork, P12 X365, Ireland",https://totsspots.com/listing/coachford-baby-toddler-group/,,
"Cobh Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Cloyne Terrace, Ballyvoloon, Cobh, County Cork, Ireland",https://www.cobhfamilyresourcecentre.ie/parent-and-toddler.html,021 4816103,
"Cong Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Gortaroe, County Mayo, F31 PY97, Ireland",https://totsspots.com/listing/cong-parent-baby-and-toddler-group/,,cornerkiddies11@gmail.com
"Conna Parent, Baby & Toddler Group (Tweenies Playgroup)","Playgroups, Baby & Toddler Group","Conna, County Cork, P51 RW62, Ireland",https://totsspots.com/listing/conna-parent-baby-toddler-group/,,
"Convoy Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Convoy Townparks, County Donegal, F93 AF80, Ireland",https://totsspots.com/listing/convoy-donegal-toddler-group/,,shaunpaulmaguire@gmail.com
"Conwal Letterkenny Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Letterkenny, County Donegal, F92 CTF4, Ireland",https://totsspots.com/listing/conwal-letterkenny-donegal-toddler-group/,,louisetoner18@gmail.com
Cork Multiples Club - Wilton/Bishopstown - Toddler Group,"Playgroups, Baby & Toddler Group","Bishopstown, Cork, T12 TN97, Ireland",https://totsspots.com/listing/wilton-baby-toddler-group/,,corkmultiplesclub@gmail.com
"Corofin Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Ballybanagher, Co. Galway, Ireland",https://totsspots.com/listing/corofin-parent-baby-toddler-group/,,maireflaherty@gmail.com
"Corramartin/Aughnasheelin Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Corramartin, Co. Leitrim, Ireland",https://totsspots.com/listing/corramartin-aughnasheelin-baby-toddler-group/,,Aughnasheelinpt@gmail.com
"Craanford Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Crannford, County Wexford, Ireland",https://totsspots.com/listing/craanford-parent-baby-toddler-group/,087 2889917,
Craughwell Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Craughwell, County Galway, H91 X028, Ireland",https://totsspots.com/listing/craughwell-parent-baby-toddler-group/,,
"Crossmolina Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Knockalegan, County Mayo, F26 A0C7, Ireland",http://www.crossmolina.ie/event/baby-toddler-group-3/,,s.gough@crossmolina.ie
Crusheen Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Drummanneen, County Clare, V95 YT32, Ireland",https://crusheencc.ie/,,
"Derryvally / Ballybay Steiner Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Derryvally, County Monaghan, A75 HF78, Ireland",https://totsspots.com/listing/ballybay-parent-baby-toddler-group/,,info@monaghanwaldorfschool.ie
"Dingle Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Cappa, Dingle, County Kerry, V92 DT44, Ireland",https://www.aiseannanahoige.ie/,0669152889,eolas@aiseannanahoige.ie
"Donegal Town Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Milltown, Donegal, F94 PHW5, Ireland",https://totsspots.com/listing/donegal-town-parent-baby-toddler-group/,,donegaltownparentandtoddler@gmail.com
"Donoughmore Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Donoughmore, County Cork, Ireland",https://totsspots.com/listing/donoughmore-parent-baby-toddler-group/,,
"Doohamlet Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Dernaglug, County Monaghan, A75 EF99, Ireland",https://www.doohamletcommunitycentre.com/,,hazel.parker@faithmission.org
"Dromahair Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Dromahair Library, Back Line, Drumahaire, Dromahair, Co. Leitrim, Ireland",https://totsspots.com/listing/dromahair-parent-baby-toddler-group/,,katarina.tothova@hotmail.co.uk
"Dromdaleague Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Dromdaleague, County Cork, P47 W297, Ireland",https://totsspots.com/listing/dromdaleague-parent-baby-toddler-group/,+353 86 844 2954,
"Drumaweer Greencastle Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Greencastle Communty Centre, Drumaweer, Greencastle, County Donegal, Ireland",https://totsspots.com/listing/drumaweer-greencastle-toddler-group/,,info@greencastlecentre.ie
"Drummin Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Cuilmore, County Mayo, F28 NY07, Ireland",https://totsspots.com/listing/drummin-parent-baby-toddler-group/,09821446,info@drumminns.ie
"Drumshanbo Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Laird House, Church Street, Carricknabrack, Drumshanbo, County Leitrim, Ireland",https://totsspots.com/listing/drumshanbo-parent-toddler-group/,0876866013,modonohoesc@gmail.com
Dungloe Letterkenny Outdoor Toddler Group,"Playgroups, Baby & Toddler Group","Dunglow, County Donegal, F94 XP62, Ireland",https://www.playmatters.ie/,,playmattersoffice@gmail.com
Dunmanway Cox's Hall Toddler Group,"Playgroups, Baby & Toddler Group","Dunmanway North, County Cork, P47 AY67, Ireland",https://fanlobbus.ie/Toddler-Group.htm,,
"Dunmanway Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Kilbarry Road, Kilbarry, Dunmanway, Co. Cork, Ireland",https://dfrc.ie/groups-and-activities/,085 - 245 3688,
"Edgeworthstown Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Ballymahon Road, Edgeworthstown, County Longford, Ireland",https://totsspots.com/listing/edgeworthstown-parent-baby-toddler-group/,0874122922,
"Ennis Doora Barefield Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Rosslevan, Co. Clare, Ireland",https://www.doorabarefieldparish.ie/?gallery=doora-barefield-parent-toddler-group-opening,085 8741773,
"Enniskerry Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Powerscourt Parochial Hall, Kilgarran, Enniskerry, County Wicklow, Ireland",https://enniskerry.ie/g/mums-n-tots/,,
"Feenagh / Kilmeedy Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Cloonroosk, County Limerick, V35 PP78, Ireland",https://totsspots.com/listing/feenagh-kilmeedy-parent-baby-toddler-group/,,
Fenagh Beg Parent & Toddler Group,"Playgroups, Baby & Toddler Group","Fenagh Beg, County Leitrim, N41 E2R6, Ireland",https://fenagh.com/whats-on/,071 964 5590,fenaghvisitorcentre@gmail.com
"Fermoy Parent, Baby & Toddler Group ""As Gaeilge""","Playgroups, Baby & Toddler Group","Fermoy Youth Centre, Ashe Quay, Fermoy, County Cork, Ireland",https://www.fermoyyouthcentre.ie/event/na-noinini-dancing-daisies-playgroup-as-gaeilge-2/2025-05-09,086 1655053,
"Firies Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Killahane, County Kerry, V93 FF8X, Ireland",https://totsspots.com/listing/firies-parent-baby-toddler-group/,085 8626676,
"Frenchpark Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Frenchpark, County Roscommon, Ireland",https://totsspots.com/listing/frenchpark-parent-baby-and-toddler-group/,,
Garrafrauns Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Garrafrauns, Galway, Ireland",https://totsspots.com/listing/garrafrauns-baby-toddler-group-galway/,,egkilgarriff@hotmail.com
"Geevagh Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Ballynashee, County Sligo, F52 R942, Ireland",https://totsspots.com/listing/geevagh-parent-baby-toddler-group/,087 9780077,
Glen Baby & Toddler Group Cork - Cuddles & Chat,"Playgroups, Baby & Toddler Group","Glen Avenue, The Glen, Cork, Ireland",https://glencentre.ie/primary-school-tours/,021 455 0511,glenresourcecentre@gmail.com
"Glenbeigh Parent, Baby & Toddler Group (The Toddle Inn)","Playgroups, Baby & Toddler Group","Kilnabrack Upper, County Kerry, V93 N5TE, Ireland",https://totsspots.com/listing/glenbeigh-baby-toddler-group/,,
"Glengarriff/Coomhola Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Cappyaughna, County Cork, P75 V067, Ireland",https://totsspots.com/listing/glengarriff-coomhola-baby-toddler-group/,0861697571,
"Glengoole Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Glengoole South, County Tipperary, E41 A065, Ireland",https://mfrc.ie/,052 9157992,julie@mfrc.ie
"Glenties Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Glenties, County Donegal, Ireland",https://downstrandsfrc.ie/glenties-parent-toddler-group/,,annmariec02@hotmail.com
"Glin Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Ballygiltenan North, County Limerick, Ireland",https://totsspots.com/listing/glin-parent-baby-toddler-group/,,
"Gorey Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","St Michael's Rd, Gorey corporation lands, County Wexford, Ireland",https://gyng.ie/wp/yolos/parent-and-toddler/,053 9422611,
Headford/ Cloughanover Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Headford Road, Galway, Ireland",https://totsspots.com/listing/headford-cloughanover-parent-baby-toddler-group/,,josephine.chini@icloud.com
Inistioge Kilkenny - Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Church Street, Inistioge, Kilkenny, Ireland",https://totsspots.com/listing/inistioge-kilkenny-baby-toddler-group/,087 3211926,
Innishannon Parent & Toddler Group,"Playgroups, Baby & Toddler Group","Innishannon Parish Hall, Laherfineen, Innishannon, County Cork, Ireland",https://totsspots.com/listing/innishannon-parent-baby-toddler-group/,,
"Irishtown Limerick Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","2 Garryowen Road, Irishtown, Limerick, V94 YW26, Ireland",https://garryowencdp.com/what-we-offer/,0896085304,info@garryowencdp.com
"Irishtown Mayo Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Irishtown, County Mayo, Ireland",https://totsspots.com/listing/irishtown-mayo-parent-baby-toddler-group/,,sinead.costello.mooney@gmail.com
"Kenmare Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Railway Road, Kenmare, Co. Kerry, Ireland",http://www.kenmarefrc.ie/?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExdEpvak95U0xFbkJad1RSWQEeB1OfZ8QwgwssIPfeezO3VRSYknJggVCDkp1J3nJGn8lVH8t4yrZgZwwF_fY_aem_B8N027XtdeJ-9nsg2gNw9Q,0646642790,
"Kerryhead / Ballyheigue Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Ballyheige, County Kerry, V92 N225, Ireland",https://totsspots.com/listing/kerryhead-ballyheigue-toddler-group/,0667116961,
Kilcummin Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Clashnagarrane, County Kerry, V93 K22T, Ireland",https://totsspots.com/listing/kilcummin-baby-toddler-group/,,kilcumminbabyandtoddlergroup@gmail.com
"Kilflynn Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Kilflynn, County Kerry, Ireland",https://totsspots.com/listing/kilflynn-parent-baby-toddler-group/,0879893847,
"Kilgarvan Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Kilgarvan Community Centre, Churchground, Kilgarvan, County Kerry, Ireland",https://totsspots.com/listing/kilgarvan-parent-baby-toddler-group/,0646642790,
"Kilkelly Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Kilkelly, County Mayo, Ireland",https://totsspots.com/listing/kilkelly-parent-baby-and-toddler-group/,,anneglavey@yahoo.ie
"Kilkishen Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Gortnacorragh, County Clare, V95 KN34, Ireland",https://totsspots.com/listing/kilkishen-parent-baby-toddler-group/,0877556930,
"Killeedy Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Gortnaclohy, County Limerick, V42 V960, Ireland",https://totsspots.com/listing/killeedy-parent-baby-toddler-group/,,
"Killeshandra Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Portaliff Or Townparks, County Cavan, H12 K6D3, Ireland",https://totsspots.com/listing/killeshandra-parent-toddler-baby-group/,0494364065,
"Killinkere Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Beagh Glebe, County Cavan, A82 H9F6, Ireland",https://totsspots.com/listing/killinkere-parent-toddler-baby-group/,,killinkerebtgroup@gmail.com
"Killybegs Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Killybegs, Co. Donegal, Ireland",https://www.facebook.com/profile/100064632253690/search/?q=toddler,,stbyrne@msn.com
"Killyfargy / Scotshouse Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","1, 19 Oakland Grove, Aghnahola, Co. Monaghan, Ireland",https://totsspots.com/listing/killyfargy-scotshouse-baby-toddler-group/,0873486166,
Kilmallock/Caherconlish/Hospital/Ballylanders Toddler Group,"Playgroups, Baby & Toddler Group","Ballylanders, County Limerick, Ireland Caherconlish, Co. Limerick, Ireland Knockainey Road, Coolalough, Hospital, Co. Limerick, Ireland Rosbrien Road, Dooradoyle, Limerick, Ireland",https://hospitalfrc.com/family-programmes/parent-toddler/,061383884,hospitalfrc@gmail.com
Kilmore African Caribbean Toddler & Baby Group,"Playgroups, Baby & Toddler Group","Kilmore, Cavan, Ireland",https://www.adcenter-ireland.com/our-projects,,adcenter25@yahoo.ie
"Kilmovee Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Kilmovee, County Mayo, F45 WY80, Ireland",https://kilmovee.ie/parents-toddler-group/,,ccmanager@kilmovee.ie
"Kilnaleck Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Kilnaleck, County Cavan, A82 V9W7, Ireland",https://totsspots.com/listing/kilnaleck-parent-toddler-baby-group/,0872071745,
"Kingscourt Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Dunaree Lane, Dunaree, Kingscourt, Co. Cavan, Ireland",https://totsspots.com/listing/kingscourt-parent-toddler-baby-group/,,
"Kinnitty Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Kinnitty, County Offaly, Ireland",https://totsspots.com/listing/kinnitty-parent-baby-and-toddler-group/,,
Kinnypottle Cavan Toddler Group - Teach Oscail,"Playgroups, Baby & Toddler Group","Kinnypottle, Cavan, H12 H049, Ireland",https://www.teachoscailfrc.ie/my-pathways,0494372730,
Kinvara Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Kinvarra, County Galway, H91 WC64, Ireland",https://totsspots.com/listing/kinvarra-parent-baby-toddler-group/,,karenconneely@gmail.com
"Knockanrawley Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Knockanrawley, Tipperary, E34 D832, Ireland",https://knockanrawley.ie/community-programme/,0834238915,
"Knockmore/Rathduff Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Knockmore, County Mayo, F26 F803, Ireland",https://totsspots.com/listing/knockmore-baby-and-toddler-group/,,manager@knockmore.ie
Knocknaheeny Toddler Group - Barnardos,"Playgroups, Baby & Toddler Group","Knocknaheeney, Cork, T23 X564, Ireland",https://www.barnardos.ie/our-services/work-with-families/parent-and-toddler-group/,021 4307964,knock.reception@barnardos.ie
"Ladysbridge Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Knockglass, County Cork, P25 HC94, Ireland",https://totsspots.com/listing/ladysbridge-parent-toddler-group/,,
"Lattin-Cullen Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Lattin, Co. Tipperary, Ireland",https://totsspots.com/listing/lattin-cullen-parent-baby-toddler-group/,085 7207002,
Le Cheile Parent and Toddler Group,"Playgroups, Baby & Toddler Group","Cluain Glás, Gooldshill, Mallow, County Cork, Ireland",https://www.lecheilefrc.ie/parent-and-toddler/,,admin@lecheilefrc.ie
"Le Chéile Cootehill Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","Magheranure, County Cavan, H16 HY50, Ireland",https://totsspots.com/listing/le-cheile-cootehill-parent-toddler-baby-group/,083 059 7481,
Leap Baby &Toddler Group,"Playgroups, Baby & Toddler Group","Kilmacabea, County Cork, P81 CT82, Ireland",https://www.rosscathedral.ie/?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExdEpvak95U0xFbkJad1RSWQEebR8xWyjx3FfPGPgpcMc7fZ8M9h7vQM5R8_MhKK1SSO4NHuV9d4T4Eepjuo0_aem_yAhWw7d9xUIQotLybtdw3Q,023-8848166,
"Lecanvey Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Thornhill, County Mayo, F28 V0F2, Ireland",https://www.lecanveycommunitycentre.ie/events/toddler-parent-group/,,gemma_ellie@hotmail.com
Letterkenny - Mums and Tots Playgroup,"Playgroups, Baby & Toddler Group","73 Port Rd, Letterkenny, Co. Donegal, F92 TA44, Ireland",https://www.letterkennybaptistchurch.com/activities,,lkbaptist2020@hotmail.com
"Letterkenny Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Letterkenny, County Donegal, F92 YA21, Ireland",https://carahouse.ie/teenagers,0861223029,
"Lifford, Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Croaghan Heights, Lifford, County Donegal, Ireland",https://totsspots.com/listing/lifford-donegal-baby-and-toddler-group/,,jakki.lcrc@gmail.com
"Limerick Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Barrington Street, Prior's-Land, Limerick, Ireland",https://totsspots.com/listing/limerick-parent-toddler-group-michaels-church/,+353 86 849 9521,
"Lisacul Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Lisacul, County Roscommon, Ireland",https://totsspots.com/listing/castlerea-parent-baby-and-toddler-group/,,
"Lisgoold/Leamlara Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Lisgoold North, County Cork, T56 WT26, Ireland",https://totsspots.com/listing/lisgoold-leamlara-parent-baby-toddler-group/,,lisgooldtoddlergroup@gmail.com
"Little Island Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Wallingstown, County Cork, T45 F449, Ireland",https://totsspots.com/listing/little-island-parent-baby-toddler-group/,,littleislandsports@gmail.com
Longford Baby & Toddler Group - St. Josephs's,"Playgroups, Baby & Toddler Group","Townparks, Longford, N39 DY23, Ireland",https://totsspots.com/listing/longford-baby-toddler-group-school/,0858670194,
Longford Town Toddler Group - Community Resource,"Playgroups, Baby & Toddler Group","Templemichael Glebe, Longford, N39 RH22, Ireland",https://lcrl.ie/womens-group-or-parent-and-toddler/,0433345555,
