company_name,category,description,class_types,minimum_age,maximum_age,age_range_display,parental_requirement,address,eircode,latitude,longitude,days_of_week,start_time,end_time,term_structure,price_amount,price_currency,pricing_basis,pricing_details,website_url,booking_url,email_address,phone_number,facilities,source_urls,date_verified,verification_status,image_url
Galentines Yoga & Brunch Waterford,"Yoga, Pilates & Wellbeing","Galentine’s Flow & Brunch 💖 Grab your gals (or come solo 💕) and join us for a joyful morning of movement, laughter & sweet indulgence. ✨ What’s included: 🧘‍♀️ Fun, feel-good all-levels yoga 🥐 Pastries & chocolate treats 🥂 Prosecco + non-alcoholic options 💬 Time to relax, connect & chat 📅 Saturday 15th February ⏰ 11am – 1pm 📍 Moon & Lotus Studio, Dunhill (X91 FV9) 🧘‍♀️ With Yoga With Ginni 💗 €35 per person 💌 Limited spaces – booking essential https://yogawithginni.com/services/upcoming/",[],,,,,Moon & Lotus Studio by Yoga With Ginni,X91 P8X2,52.177101,-7.2510578,[],,,,,EUR,,,http://www.yogawithginni.com,,yogawithginni@gmail.com,0833717354,[],"['http://www.yogawithginni.com', 'https://dostuff.ie/providerpages/galentines-yoga-brunch-waterford/']",2026-02-11T15:56:50,,https://dostuff.ie/wp-content/uploads/2026/02/1000128166.png
Galway Cookery Classes,Cooking & Nutrition,"We offer traditional Irish baking and cooking classes in my country home in Kilcolgan, on the West Coast of Ireland. Try your hand at scone and bread making or learn how to cook a delicious Irish stew, apple pie, Irish coffee and so much more. If you would like to cook something specific, or you have dietary requirements, feel free to send me an email and we will create a personalised menu of dishes to fit your taste. Class times can be organised to suit you, they last about 2 hours, and most include a maximum of six people. After all your hard work in the kitchen you will settle down with a hot cup of tea or coffee to enjoy the fruit of your labour. Please contact us at galwaycookeryclasses@gmail.com to book your class! We hope to see you soon :)",[],,,,,Roevehagh,H91RHH9,53.215517,-8.8360313,[],,,,,EUR,,,https://galwaycookeryclasses.com/,,galwaycookeryclasses@gmail.com,0866066494,[],"['https://galwaycookeryclasses.com/', 'https://dostuff.ie/providerpages/galway-cookery-classes/']",2026-03-13T10:51:09,,https://dostuff.ie/wp-content/uploads/2026/03/unnamed-1.jpg
Gentle vinyasa yoga,"Yoga, Pilates & Wellbeing",Gentle vinyasa yoga with restorative flow,[],,,,,Killarney,,52.0599609,-9.504537000000001,[],,,,,EUR,,,https://dostuff.ie/providerpages/gentle-vinyasa-yoga/,,febes23@gmail.com,0873327149,[],['https://dostuff.ie/providerpages/gentle-vinyasa-yoga/'],2026-02-03T22:25:47,,https://dostuff.ie/wp-content/uploads/2026/02/0C7D3E12-DBC7-412A-8558-E97E93973323.jpeg
"Grannies, Squares and Stitches. A Morning of Creativity and Community","Adult Art, Craft and Making, Art, Craft & Making","DCCI AUGUST CRAFT MONTH EVENT! Join Emma Jacobs Art at the West Cork Collective for a cozy morning celebrating cottagecore tradition and granny hobbies! We are inviting young adults from all over the area to unroll their yarn, pack up their projects, and bridge the generation gap. Bring your Grannies. Bring your granny squares. Bring your knitting. Whether you are a master knitter, a crochet beginner, or just want to enjoy a cup of tea in good company, this morning is for you. Learn the timeless art of the granny square from local experts, share your skills, or just enjoy the relaxed stitch-and-chat vibe. Event Details: • Date: Saturday, 8 August • Time: 10:00 AM – 1:00 PM • Venue: West Cork Collective • Cost: Free admission (Tea and delicious home baking provided) What to Expect: • Stitch & Chat: A relaxed space to work on your current projects. • Skill Sharing: Learn the art of the granny square from the true experts—our local nans! • Cottagecore Vibes: Cozy acoustic music, endless tea, and artistic company. No granny? No problem! Come along anyway, borrow one of ours, or just bring your creative spirit. All skill levels are entirely welcome. Booking is Essential: Spaces are limited. Secure your spot by contacting Emma: 📧 Email: emma@emmajacobsart.com 📞 Call/Text: 085 826 3872",[],,,,,"West Cork Collective, Main St",T12 X2ND,51.6666804,-8.5952416,[],,,,,EUR,,,https://emmajacobsart.com,,emma@emmajacobsart.com,0858263872,[],"['https://emmajacobsart.com', 'https://dostuff.ie/providerpages/grannies-squares-and-stitches-a-morning-of-creativity-and-community/']",2026-07-14T10:45:07,,https://dostuff.ie/wp-content/uploads/2026/07/Cushions-Landscape.jpg
Green&Blue Project Launch Gathering,"Art, Craft & Making, Drawing & Illustration, Nature Walks & Biodiversity, Nature, Outdoors & Group Meet-Ups, Printmaking, Public Speaking & Presentation, Social & Meetup Groups","We’re happy to announce that, with the support of Creative Ireland and Westmeath County Council, we are launching Green&Blue — a community arts and ecology project fostering connections between local communities and the natural ecosystems surrounding them through art and creative participation. Our focus is on the plant life surrounding local waterways: an essential and often overlooked part of the Midlands landscape. Through workshops, sketch-walks, field sessions and collaborative activities, the project invites participants to slow down, observe and develop a deeper relationship with the environments they encounter in everyday life. We’re very excited to invite you to the official launch of Green&Blue 🌿 📅 Tuesday, 26 May 🕖 7pm 📍 Cuige Studios (17–23 Dominick St, Mullingar, N91 E7KC) Join us for an offline gathering to meet in person, celebrate the beginning of the project together and talk about Green&Blue. We’ll introduce some of the artists, ecologists and collaborators involved in the project, share upcoming workshops and activities, speak about the ideas behind Green&Blue, and chat about ways to participate over the coming months. Whether you’re interested in art, biodiversity, local landscapes, sketching, environmental topics or simply want to connect — you are very welcome to join us. Free admission",[],,,,,"Cúige Studios, 17-23 Dominick St",N91 E7KC,53.5245683,-7.345310899999999,[],,,,,EUR,,,https://dostuff.ie/providerpages/greenblue-project-launch-gathering/,,,0852000654,[],['https://dostuff.ie/providerpages/greenblue-project-launch-gathering/'],2026-05-16T21:44:51,,https://dostuff.ie/wp-content/uploads/2026/05/cover_branded.jpg
Grow Music,"Audition Preparation, Bass, Cello, Choirs & Ensembles, Clarinet, Drums & Percussion, Fiddle, Flute, Guitar, Irish Traditional Music, Keyboard, Music Composition, Music School, Music Theory, Music, Drama & Performance, Piano, Singing & Vocal Coaching, Ukulele, Viola, Violin, Wind & Brass","Cultivating talent in children and adults with 1 to 1 music lessons, ensembles, and professional instruction focusing on performance. Locations in Dundalk and Drogheda, Co. Louth, Ireland.",[],,,,,30 Clanbrassil St,A91 R264,54.0064207,-6.402244100000001,[],,,,,EUR,,,https://www.growmusic.ie,,heather@growmusic.ie,+353 85 7493112,[],"['https://www.growmusic.ie', 'https://dostuff.ie/providerpages/grow-music/']",2026-02-22T20:32:35,,https://dostuff.ie/wp-content/uploads/2026/02/IMG_8193.jpeg
"Growing Food , beekeeping & henkeeping (introduction series)","Bee Keeping, Birdwatching, Gardening & Horticulture, Nature Walks & Biodiversity, ONLINE Activities",☘️☘️first session FOOD - how to set up - essentials - weed suppression & NO DIG - how to make free fertiliser - 5 staples for the Irish homes - Q &A ☘️☘️Bees how to set up - swarming - how to control / collect - jobs of bees - how to create habitats - month to month action - how to extract medicine from the hive - Q&A ☘️☘️Hens - how to set up - housing- hens preferences - hygiene and health - chicks - breeding incubators Q&A,[],,,,,Private Address,Private Address,,,[],,,,,EUR,,,https://beewildwithkate.com/,,katemarie@live.ie,0872559698,[],"['https://beewildwithkate.com/', 'https://dostuff.ie/providerpages/growing-food-beekeeping-henkeeping-introduction-series/']",2026-04-03T19:03:19,,https://dostuff.ie/wp-content/uploads/2026/04/fb546b14-94fe-4301-8a27-3b6e26f2868a.jpeg
Harmonics Music School,"Bass Guitar, Guitar, Junior Cycle (General), Leaving Cert (General), Music School, Music Theory, Music, Drama & Performance, Piano, Singing & Vocal Coaching, Ukulele","Harmonics Music School offers one to one lessons for adults and children, in a welcoming, safe and supportive environment 🧡 Feeling nervous or anxious? We're here for you every step of the way! All of our passionate teachers are handpicked by us, 𝐆𝐚𝐫𝐝𝐚 𝐯𝐞𝐭𝐭𝐞𝐝, 𝐓𝐮𝐬𝐥𝐚 𝐜𝐞𝐫𝐭𝐢𝐟𝐢𝐞𝐝 and follow our 𝐬𝐭𝐫𝐢𝐜𝐭 𝐜𝐡𝐢𝐥𝐝 𝐬𝐚𝐟𝐞𝐠𝐮𝐚𝐫𝐝𝐢𝐧𝐠 𝐩𝐨𝐥𝐢𝐜𝐲. Our warm welcome for both adults and children will make you feel right at ease... so let's get you or your child/teen started on their musical journey! 🧡 𝑳𝒐𝒄𝒂𝒕𝒊𝒐𝒏𝒔 𝒊𝒏 𝑮𝒓𝒆𝒚𝒔𝒕𝒐𝒏𝒆𝒔 & 𝑲𝒊𝒍𝒄𝒐𝒐𝒍𝒆",[],,,,,Beach Court Kilcoole,,53.1127842,-6.0651958,[],,,,,EUR,,,https://www.harmonicsmusicschool.com,,hello@harmonicsmusicschool.com,,[],"['https://www.harmonicsmusicschool.com', 'https://dostuff.ie/providerpages/harmonics-music-school/']",2026-05-28T16:59:59,,https://dostuff.ie/wp-content/uploads/2026/05/5526.jpg
Harmony Music,"Bass Guitar, Cello, Drums & Percussion, Guitar, Music, Music & Drama Camps, Music Lessons (Online), Music School, Music Theory, Music, Drama & Performance, Piano, Singing & Vocal Coaching, Violin","Harmony Music is a music school in Ballincollig. We have been running lessons in the Carraig Centre since 2020 and have since added lessons in Gaelscoil Uí Ríordain. We offer 1:1 instrumental lessons in piano, cello, voice, guitar, bass guitar, violin and drums as well as group lessons for singing, guitar, Suzuki piano and Music Explorers. We teach adults, teenagers and children aged 4+ of all levels in various music styles. Our focus is to make progress while enjoying the process. We give our students the opportunity to take part in concerts, complete RIAM grade exams, or to take a student centered approach by taking into account the level, style and personal musical interests of the individual student. We believe its important to enjoy music while progressing and keep enjoyment of music in focus during lessons.",[],,,,,"The Carraig Centre, Carraig Centre, Ballincollig",P31 PV20,51.8898468,-8.5886058,[],,,,,EUR,,,https://harmonymusic.mymusicstaff.com/home,,harmonymusiccork@gmail.com,,[],"['https://harmonymusic.mymusicstaff.com/home', 'https://dostuff.ie/providerpages/harmony-music-school-cork/']",2026-03-30T13:23:17,,https://dostuff.ie/wp-content/uploads/2026/03/29666.png
Hatha yoga flow in Aluna yoga Kildare 7pm on Tuesdays,"Hatha Yoga, Meditation, Yoga, Pilates & Wellbeing","This is a Hatha yoga flow class focused on cultivating deeper inner awareness and connection through conscious breathing and intentional movement. Each week we will explore a new intention and point of focus, supporting a deeper sense of peace, strength, and relaxation. Suitable for all levels and all bodies, this class offers a space to slow down, reconnect, and come home to yourself.",[],,,,,Bishopsland,R32POEO,53.1636795,-6.9132372,[],,,,,EUR,,,https://bookinghawk.com/events-overview/anu-yoga/1351,,aislennon57@gmail.com,0852703665,[],"['https://bookinghawk.com/events-overview/anu-yoga/1351', 'https://dostuff.ie/providerpages/hatha-yoga-flow-in-aluna-yoga-kildare/']",2026-01-26T11:32:43,,https://dostuff.ie/wp-content/uploads/2025/07/Do-Stuff-Wellbeing-and-Community-1920x1280-1.webp
Health & Lifestyle Coaching,"Counselling, Webinars & Masterclasses, Yoga, Pilates & Wellbeing",Nutrition and Supplement Counselling Physical Wellness Plan Sound Sleep Routine Wellness Check-in Behaviour Guidance,[],,,,,Private Address,Private Address,,,[],,,,,EUR,,,https://dostuff.ie/providerpages/health-lifestyle-coaching/,,banuwellness@gmail.com,0833083262,[],['https://dostuff.ie/providerpages/health-lifestyle-coaching/'],2026-01-20T17:29:20,,https://dostuff.ie/wp-content/uploads/2026/01/Logo-2.png
Hedge School Wicklow,"Cooking & Baking, Cooking & Nutrition","Master the Art of Bread Making at Hedge School Wicklow Step into the heart of Wicklow and discover the deeply satisfying craft of artisan bread making. Whether you are a complete beginner or looking to perfect your crust, this intimate, hands-on workshop at Hedge School Wicklow will guide you through the alchemy of flour, water, salt, and yeast. What to Expect Hosted in a cozy, welcoming environment, our classes are strictly limited to 4 participants . This small group size ensures you receive personalized, step-by-step guidance from our expert baker. During this immersive workshop, you will: Learn the Fundamentals: Understand the science of fermentation, hydration, and flour selection. Get Hands-On: Master essential techniques for mixing, kneading, shaping, and scoring your dough. Bake to Perfection: Learn the secrets to achieving the perfect oven spring, golden crust, and airy crumb. Enjoy the Fruits of your Labor: Gather with your fellow bakers to taste your fresh loaves with local Wicklow butter and preserves. Class Details Capacity: Maximum of 4 people per session (perfect for individuals, couples, or small groups of friends). Skill Level: Beginners and intermediate bakers are equally welcome. What’s Included: All ingredients, baking equipment, a recipe booklet to take home, and refreshments. Plus, you’ll leave with your own freshly baked artisan loaves! Note: Spaces are highly limited due to our small class size. Book your bench today and bring the timeless aroma of freshly baked artisan bread into your own kitchen!",[],,,,,2 Monks Glade,A67 RR64,52.9468417,-6.030977099999999,[],,,,,EUR,,,https://hedgeschoolireland.ie/,,miche@hedgeschoolireland.ie,00353877756785,[],"['https://hedgeschoolireland.ie/', 'https://dostuff.ie/providerpages/hedge-school-wicklow/']",2026-05-16T15:28:24,,https://dostuff.ie/wp-content/uploads/2026/05/Hedge-School-Logos-Circle.jpeg
I Made It – T-Shirt Painting Workshop,"Adult Art, Craft and Making, Art Therapy, Art, Craft & Making, Painting",🎨 Discover the Joy of T-Shirt Painting! Our workshops offer a vibrant space to express your creativity and design your own custom tees. ✨ All skill levels welcome!,[],,,,,"Unit 9, Kennelsfort Rd Upper, Woodfarm, Dublin,, Dublin, D20 EY68,","D20 EY68,",53.35046637156842,-6.3797295424381835,[],,,,,EUR,,,https://www.imadeit-ie.com/,,imadeit.ie@gmail.com,+353894556090,[],"['https://www.imadeit-ie.com/', 'https://dostuff.ie/providerpages/i-made-it-t-shirt-painting-workshop/']",2026-04-11T14:41:36,,https://dostuff.ie/wp-content/uploads/2026/07/I-Made-It-T-Shirt-Painting-Workshops-Dublin.png
Ickle Minds,"Baby & Early Learning, Messy Play, Sensory Classes",Messy and sensory play sessions for grown up and children aged 6 mths to 5 years.,[],,,,,,,53.81685201303629,-7.773772220070212,[],,,,,EUR,,,https://dostuff.ie/providerpages/ickle-minds-sensory-play/,,ickleminds@gmail.com,0879020370,[],['https://dostuff.ie/providerpages/ickle-minds-sensory-play/'],2026-01-26T23:44:32,,https://dostuff.ie/wp-content/uploads/2026/01/This-playgroup-is-fantastic.-My-little-boy-Tarran-attends-and-he-absolutel_20260118_175531_0000.png
Image Consultant,"Business & Entrepreneurship, Fashion, Beauty, Image & Styling, Image Consultancy","Cork based personal stylist 📧hello@lyndadiblasi.com website www.lyndadiblasi.com In person & online private style consultations Colour Analysis clarifies your best colour shades Personal shopping sessions tailored to your shape, budget and lifestyle Looking to elevate your personal image through weight changes, menopause, new life chapters, book your style consultation today Visiting Cork book your tailored shopping session saves you stress and time",[],,,,,,,,,[],,,,,EUR,,,https://www.lyndadiblasi.com,,hello@lyndadiblasi.com,,[],"['https://www.lyndadiblasi.com', 'https://dostuff.ie/providerpages/image-consultant/']",2026-06-04T17:12:48,,https://dostuff.ie/wp-content/uploads/2026/06/5EB088F1-FCD2-4AD9-9BD7-9F396A938A06.png
International volleyball Ireland,"Afterschool Clubs, Fitness & Sports, Sports Camps, Summer Camps, Teen Camps, Volleyball","🏐 International Volleyball Ireland (IVI) International Volleyball Ireland is one of Ireland's fastest-growing volleyball communities, bringing together players of all backgrounds, nationalities, and skill levels. We offer: • Weekly volleyball training sessions for beginners, intermediate and advanced players • Junior volleyball programmes for children and teenagers • National League teams for competitive players • Social volleyball sessions and tournaments throughout the year • Coaching and player development opportunities • A welcoming and inclusive environment for everyone Whether you're completely new to volleyball or an experienced player looking for a team, IVI provides opportunities to learn, improve, compete, and make new friends through sport. 📍 Based in Dublin, Ireland 👥 Open to players of all nationalities and backgrounds 🏐 Juniors, adults, social and competitive volleyball For current training schedules, events, and registration information, visit: www.ivi-sports.com Follow us on social media: 📸 Instagram: @internationalvolleyballireland",[],,,,,Private Address,Private Address,,,[],,,,,EUR,,,https://www.ivi-sports.com,,Internationalvolleyballireland@gmail.com,+353830506534,[],"['https://www.ivi-sports.com', 'https://dostuff.ie/providerpages/international-volleyball-ireland/']",2026-06-18T18:39:12,,https://dostuff.ie/wp-content/uploads/2026/06/inbound4622605552270840858.png
Irish Dancing Classes in Wicklow,"Dance & Movement, Irish Dance, Irish Language & Culture, Summer Camps",Irish dancing classes provided by the Dowling School of Irish Dancing with classes in various locations in Wicklow and South County Dublin!,[],,,,,Private Address,Private Address,,,[],,,,,EUR,,,https://dostuff.ie/providerpages/irish-dancing-classes-in-wicklow/,,dowlingschoolofdancing@live.ie,0876601845,[],['https://dostuff.ie/providerpages/irish-dancing-classes-in-wicklow/'],2026-04-12T19:48:42,,https://dostuff.ie/wp-content/uploads/2026/04/Screenshot_20260412_184138_Gmail.jpg
Kate Cuddy Yoga,"Baby Yoga, Breathwork & Pranayama, Hatha Yoga, Pilates Mat, Prenatal/Postnatal Yoga, Vinyasa Flow, Wellness Retreats, Yin/Restorative Yoga, Yoga, Pilates & Wellbeing","Join me for Yoga classes in Glounthaune Community Centre, Mondays, Tuesdays and Wednesdays. There are classes suitable for absolute beginners, more advanced practitioners, teenagers and new mums and their babies, so I hope there's something for almost everyone. 🧘‍♂️ Physical Benefits Improves flexibility & mobility – Gradual stretching keeps joints and muscles limber. Builds strength – Holding poses engages muscles and improves tone. Enhances posture – Strengthens your core and back, reducing slouching and pain. Supports balance & coordination – Especially helpful as we age. Helps with pain relief – Particularly for back, neck, or joint issues. 🧠 Mental & Emotional Benefits Reduces stress & anxiety – Breathing techniques and mindfulness activate your relaxation response. Improves focus & mental clarity – Many find they concentrate better after yoga. Boosts mood – Can lower cortisol and increase endorphins. Supports better sleep – A calmer nervous system helps you rest more deeply. 🌱 Lifestyle & Long-Term Benefits Mind-body connection – Encourages you to listen to your body. Accessible to all levels – Gentle or challenging options exist for every ability. Community & routine – Classes or home practice can provide structure and social support.",[],,,,,Lackenroe,T45 K124,51.910856,-8.3361591,[],,,,,EUR,,,https://www.katecuddy.yoga/,,katecuddy@gmail.com,0868214002,[],"['https://www.katecuddy.yoga/', 'https://dostuff.ie/providerpages/kate-cuddy-yoga/']",2025-09-29T11:25:08,,https://dostuff.ie/wp-content/uploads/2025/09/KateCuddyYoga-1.jpg
Kids & Teen Yoga Classes (Tralee Area),"Kids & Family Yoga, Teen Camps, Yoga, Pilates & Wellbeing","Weekly Kids & Teens yoga classes in Tralee. A mixture of yoga poses, games, movement, mindfulness, breathing exercises, art and relaxation. Thursday Afternoons at Collis Sandes, Tralee for 5-8 year olds and 9-13 year olds. Saturday Mornings at Banna Leisure Centre, Ardfert for 4-7 year olds and 8-11 year olds. Also providing yoga for preschools, primary and secondary schools, clubs and parties.",[],,,,,"Collis Sandes House, Killeen",,52.2867085,-9.690439,[],,,,,EUR,,,http://Www.superstarsyoga.net,,superstarsyoga@gmail.com,,[],"['http://Www.superstarsyoga.net', 'https://dostuff.ie/providerpages/kids-teen-yoga-classes-tralee-area/']",2025-09-19T15:42:10,,https://dostuff.ie/wp-content/uploads/2025/09/Aug-25-flyer-A5.png
Kids Summer Art Camp,"Art, Craft & Making, Camps & Afterschool, Kids Art Club, Kids Craft Workshops, Summer Camps","Greenway Lane Kids Summer Art Camp is all set for the start of summer. As always, our focus will be all things creative. We will cover a range of arts and crafts aim to have loads and loads of fun! With a limited enrolment of 12, children receive a lot of personal attention from us. With attentive teachers and excellent facilities, and a nurturing camp community, the creative campers find a place they can be themselves, meet like-minded friends and have a lovely experience.",[],,,,,Greenway Lane Studio,F28 WY97,53.9049883,-9.613749499999999,[],,,,,EUR,,,https://www.greenwaylaneartstudiocafe.com/,,mo.greenwayartists@gmail.com,0857211863,[],"['https://www.greenwaylaneartstudiocafe.com/', 'https://dostuff.ie/providerpages/kids-summer-art-camp/']",2026-06-04T20:02:53,,https://dostuff.ie/wp-content/uploads/2026/06/IMG_8990.jpeg
Kids Yoga & Zumbini Combo Class Midleton,"Kids & Family Yoga, Music & Movement for Tots","Preschool Yoga & Zumbini Combo Class takes place in My Place Midleton on Thursdays from 3.30-4.15pm. The Zumbini portion of the class includes singing, dancing and playing instruments. Children are introduced to music from various cultural backgrounds with a child centred and developmentally appropriate approach. The yoga includes yoga stories which are age appropriate and themed-jungle adventures, farm adventures, missions to the moon, ocean dives and explore common issues kids experience such as managing frustration, friendships, separation anxiety through the fun characters wee meet, The stories include visuals and props to facilitate understanding. The yoga also includes mindfulness activities, easy-to-follow games, dance and a little relaxation to finish. The secret ""ingredient"" is playfulness keeping your child motivated, excited and moving. The classes also work on children's emotional intelligence, provide coping tools and enhance social skills.",[],,,,,"My Place, Community Centre, Mill Rd.",P25 YT50,51.9175186,-8.1758317,[],,,,,EUR,,,https://dostuff.ie/providerpages/kids-yoga-midleton/,,mightykidsyoga1@gmail.com,085 121 4467,[],['https://dostuff.ie/providerpages/kids-yoga-midleton/'],2026-02-11T20:51:14,,https://dostuff.ie/wp-content/uploads/2026/02/tempImagevkiX9B.jpg
Kids Yoga Ballinlough (6-8 Years),Kids & Family Yoga,"Day & Time: Tuesdays 3.10-3.40pm This thirty minute fun and imaginative yoga class caters for children aged 6-8 years. The sessions combine age-appropriate yoga postures, breathing and relaxation techniques with imaginative and creative stories. In addition to mindfulness activities, yoga games and dance to provide a fully inclusive and non-competitive complete form of exercise. The yoga stories are age appropriate and themed-jungle adventures, missions to the moon, ocean dives and explore common issues kids experience such as managing frustration, friendships, healthy eating and self-belief through the fun characters we meet. The secret ""ingredient"" is playfulness, keeping your child motivated, excited and moving. These classes also work on children’s emotional intelligence, provide coping tools and enhance social skills.",[],,,,,Ballinlough Youth Hall,T12 ET7E,,,[],,,,,EUR,,,https://dostuff.ie/providerpages/kids-yoga-ballinlough-6-8-years/,,mightykidsyoga1@gmail.com,085 121 4467,[],['https://dostuff.ie/providerpages/kids-yoga-ballinlough-6-8-years/'],2026-07-08T21:31:08,,https://dostuff.ie/wp-content/uploads/2026/07/image-5.jpeg
Kids Yoga Ballinlough (9-12 Years),Kids & Family Yoga,"Day & Time: Tuesdays 3.45-4.30pm This forty five minute fun and imaginative yoga class caters for 9-12 year olds. The sessions combine yoga postures, breathing and relaxation techniques with imaginative and creative stories. In addition to mindfulness activities, yoga games, partner poses, mindfulness art activities and dance to provide a fully inclusive and non-competitive complete form of exercise. The yoga stories are age appropriate and themed-jungle adventures, missions to the moon, ocean dives and explore common issues kids experience such as managing frustration, friendships, self-belief, gratitude and kindness through the fun characters we meet. Sessions are age-appropriate, engaging, and designed to support learning, coordination, and resilience. These classes also work on children’s emotional intelligence, provide coping tools and enhance social skills.",[],,,,,Ballinlough Youth Hall,T12 ET7E,,,[],,,,,EUR,,,https://dostuff.ie/providerpages/kids-yoga-ballinlough-9-12-years/,,mightykidsyoga1@gmail.com,085 121 4467,[],['https://dostuff.ie/providerpages/kids-yoga-ballinlough-9-12-years/'],2026-07-08T21:44:55,,https://dostuff.ie/wp-content/uploads/2026/07/image-4.jpeg
Kundalini and Face Yoga Class,"Breathwork & Pranayama, Face Yoga, Kundalini Yoga, Reiki, Yoga, Pilates & Wellbeing","This class is a unique blend of Kundalini Yoga and Face yoga . Kundalini Yoga practice encapsulates, Mantra (sound repetition), Pranayama (breathing exercise), Kriya (movement/posture) and Meditation (repetitive sound or finger movement to occupy the brain). The result is invigorating or relaxing depending on the class focus. Face Yoga is a mixture of facial exercise, massage, acupressure and energy work. The result is rejuvenating the skin, toning the facial muscles and bone.",[],,,,,"Koru Wellness, Unit 3G, Castle Yard, Kilkenny r95k662",R95k662,51.71179980885809,-8.423193209284156,[],,,,,EUR,,,https://heartfelthealingireland.com/,,kgcraniosacral@gmail.com,0861512948,[],"['https://heartfelthealingireland.com/', 'https://dostuff.ie/providerpages/kundalini-and-face-yoga-class/']",2025-09-12T14:49:35,,https://dostuff.ie/wp-content/uploads/2025/09/Title-1.png
LITTLE KICKERS KILDARE,"Fitness & Sports, Parent & Toddler Groups, Team Sports (Soccer/GAA/Rugby)","Little kickers Kildare conducts weekly football classes for kids aged between 18 months and 8 years old. We currently have classes in Naas, Newbridge, Celbridge, and Maynooth. Our classes are suitable for boys and girls of all skill levels, including absolute beginners! We have four different football classes, each tailored to a different age group. However, we have two core beliefs that we take into every session: Firstly, we believe in something we call ""Play not Push"". It means teaching football in a fun, pressure-free environment. We want to give children a positive introduction to sport. Secondly, we believe football can be educational. Coached in the right way, it can stimulate imagination and aid early development skills, such as learning colours and numbers, following instructions, and playing as a team. You can register at www.littlekickers.ie or contact us for more information!",[],,,,,"Naas Sports Centre, Caragh Rd",,53.2159384,-6.683003599999999,[],,,,,EUR,,,https://www.littlekickers.ie,,abalmer@littlekickers.ie,0868176288,[],"['https://www.littlekickers.ie', 'https://dostuff.ie/providerpages/little-kickers-kildare/']",2026-04-29T18:45:40,,https://dostuff.ie/wp-content/uploads/2026/04/OIP.jpg
"LK YOGA ~ Yoga, Women’s Circles, Cohosted Events","Breathwork & Pranayama, Hatha Yoga, Meditation, Stress Management, Vinyasa Flow, Wellbeing, Wellness Retreats, Yoga, Pilates & Wellbeing","Hi I’m Lauren. I am an 800hr registered yoga teacher based in Gorey, Co.Wexford. I teach 3 weekly classes, Relaxing Hatha & Yoga Nidra, Hatha & Yoga Nidra and Vinyasa Flow. My classes focus on forming a deeper connection and understanding of your body and breath, to create safety, strength and softness. All levels are welcome including complete beginners. I also completed a year long apprenticeship in Sexual Alchemy and holding sacred space for women in a trauma informed way. I hold regular women’s circles throughout the year. I am based in The Olive Room in The Palms Health & Well-being Centre on the Avenue in Gorey.",[],,,,,"The Palms Health and Wellbeing Centre, Block C, The Avenue",Y25 V6P6,52.67454189999999,-6.2956042,[],,,,,EUR,,,https://dostuff.ie/providerpages/lk-yoga-womens-wellness-circles-cohosted-events/,,lk_yoga@yahoo.com,0851280870,[],['https://dostuff.ie/providerpages/lk-yoga-womens-wellness-circles-cohosted-events/'],2026-04-16T14:07:12,,https://dostuff.ie/wp-content/uploads/2026/04/LK-Yoga.jpg
