Title,URL,Tagline,Description,Categories,Ages Detail,Region,Address,Latitude,Longitude,Phone,Email,Website,Facebook,Instagram,Other Links,Pricing,Verified,Promoted,Listing Type,Thumbnail
Little Kickers Meath,https://totsspots.com/listing/little-kickers-meath/,Discover the Joy of Football,"Ready to Give Your Child a Kickstart in Life? ⚽️🎉
Join over 100,000 children every week in the World’s No. 1 Preschool Football Program, where we mix fun, learning, and football to build essential life skills from the very beginning! Our play-based classes are designed to inspire a love of sport, boost confidence, and foster early development—while having a blast!
At Little Kickers, we’re proud to be More Than Just Football. Our goal is to help children develop:
Fundamental Movement Skills (running, hopping, skipping, jumping)
Physical Coordination (balance, agility & coordination)
Social Skills (listening, sharing, taking turns)
Early Learning Concepts (numbers, colors, and body awareness)
Our four age-specific programs ensure kids progress at their own pace, alongside their peers:
🍼 Little Kicks (18 months - 2.5 years)
A parent-toddler program where active participation helps your child learn to listen, follow instructions, and have fun through engaging games.
👶 Junior Kickers (2.5 - 3.5 years)
Independence begins here! Kids start to participate more on their own, with parents close by for support. Our Play, Practice, and Understand method makes learning fun.
🏅 Mighty Kickers (3.5 - 5 years)
Children participate independently, with parents cheering from the sidelines. Skills and understanding deepen as we prepare for the next level.
⚽️ Mega Kickers (5 - 8 years)
This is where it all comes together! With a 20-minute match at the end of each session, children experience structured play and prepare for the step-up to football academies.
Throughout all stages, our Play Not Push philosophy encourages children to participate at their own pace, building confidence and making football fun!
With venues across Meath, there’s a Little Kickers class waiting for your child. Let’s kickstart their sporting journey today!",Football,"1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old, 7 year old",Dublin,"Abbeyland South, Navan, County Meath, C15 DA09, Ireland  Balsaw, County Meath, C15 V123, Ireland  Ninch, County Meath, A92 NY30, Ireland  Ballybin, County Meath, A84 R667, Ireland  Dunboyne, County Meath, A86 XR59, Ireland  Dunshaughlin, County Meath, A85 D266, Ireland",53.65415,-6.69111,086 206 6840,Jsullivan@littlekickers.ie,https://www.littlekickers.ie/,,https://www.instagram.com/littlekickersdublinmeath/reels/,https://wa.me/message/3VG7AD6I4W4VC1,Price: Varies on Age€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2024/10/Screenshot-2024-06-24-at-23.14.51-150x150.webp?crop=1
Little Lotus,https://totsspots.com/listing/little-lotus-2/,Summer Sessions at Little Lotus. 4 to 8 yrs old.,"​☀️ Summer Fun Alert! Introducing our Kids’ Summer Sessions! 🌈
​Calling all little explorers aged 4-8 years! Get ready for a July packed with fun, creativity, new friends, and mindfulness. We are so excited to announce three special daily sessions designed to spark joy and curiosity! ✨
​Here’s what your child can look forward to:
​🗓 JULY 1ST: Adopt Your Own Unicorn or Dinosaur!
🦄 Choose a plush unicorn or dinosaur to stuff.
📜 Fill out an official birth certificate to take home.
​🗓 JULY 2ND: Teddy’s Tea Party
🧸 Bring your favorite teddy for a delightful afternoon.
🎨 Decorate a custom t-shirt for your stuffed friend.
🍵 Enjoy a delicious tea party with savory/sweet snacks and cotton candy lemonade.
​🗓 JULY 3RD: Sensory Slime Lab
🧪 Create your very own custom slime!
🤩 Mix in sparkles, colors, and choose a charm to make it perfect.
​🧘 Yoga & Mindfulness Each Day
Every session will also feature gentle yoga and mindfulness exercises to help your child feel centered and ready for the day's adventure!
​THE DEETS:
💰 Price: €50 per child per class
🎁 Bundle Deal: €130 for the full 3-day bundle (July 1st-3rd)
⏰ Time: 10:00 A.M. to 12:00 P.M.
🧒 Ages: 4 to 8 years
​Spaces are limited for these magical sessions! Secure your child’s spot today:
​📱 Contact Lyndsey: 0834214811
📧 Email: littlelotusdublin@gmail.com","Art & Crafts, Yoga & Wellness, Sensory/Messy Play, Movement & Play","4 year old, 5 year old, 6 year old, 7 year old, 8 year old",Dublin,"Belmayne, Dublin, Ireland",53.40338,-6.17046,083 421 4811,Littlelotusdublin@gmail.com,,,https://www.instagram.com/little_lotus_dublin?igsh=MThkaGFwYWdidDZpMQ==,,Price per session: 50€; 3 session bundle: 130€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/05/IMG-20260505-WA0004-150x150.webp?crop=1
Little Lotus,https://totsspots.com/listing/little-lotus/,"Kids yoga, meditation, chakra connection Classes.","Kids yoga classes suitable for 5-10 yrs old.
YogaBears method uses 7 colourful bears that correspond with each chakra which aids in our chakra connection.
I teach yoga through play and story yoga flows, incorporating meditation and holistic sound instruments.
Classes are based in Belmayne Dublin 13 on Saturday morning, 11:30am & 12:30pm. Classes are 60 min each.
All equipment is provided for each class. Children who attend should be able to sit or stay independently on a mat so yoga poses can be followed safely.
Little Lotus also offers baby massage classes, Reiki for children and seasonal holiday camps for primary school aged children.","Yoga & Wellness, Movement & Play, Baby & Toddler Group","1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old",Dublin,"Belmayne, Dublin, Ireland",53.40338,-6.17046,083 421 4811,Littlelotusdublin@gmail.com,,,,,€: 15€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/05/IMG-20260505-WA0004-150x150.webp?crop=1
Little Lotus Summer camp 9-12 yr olds,https://totsspots.com/listing/little-lotus-summer-sessions-9-12-yr-olds/,Summer Sessions at Little Lotus. 9 to 12 yrs old.,"​☀️ Summer just got a LOT more mindful! 🌿
​Introducing our Little Lotus Summer Sessions—the perfect way for kids aged 9-12 to unplug, connect, and have a total blast! 🎨✨
​Each daily session at our Dublin 13 location (Belmayne) is packed with creative fun and includes built-in yoga and meditation for a full mind-body refresh.
​Which session is calling your name?
​🗓 July 8th: Canvas Painting & Snack Board
🎨 Paint a stunning sunset scene.
🧀 Enjoy a delicious custom cheese & fruit snack board.
​🗓 July 9th: Reset & Recharge DIY Spa
💣 Hand-craft your own fizzy bath bomb.
💆‍♀️ Make & apply a luxurious face mask.
​🗓 July 10th: The Sensory Scientist
💚 Create vibrant, customized slime to bring home.
🎁 Take the ultimate Sensory Mystery Box Challenge!
​THE DEETS:
📍 Location: Belmayne, Dublin 13
⏰ Time: 10 AM – 12 PM each day
🧒 Age: 9 to 12 Years
​Special Offer:
🌟 €50 per child per session.
💎 BOOK ALL THREE SESSIONS FOR JUST €130!
​Space is limited! contact Lindsey directly to save your spot. Let’s make this summer the best one yet! 🧘‍♀️💖
​📞 Phone/WhatsApp: 083 421 4811
📧 Email: littlelotusdublin@gmail.com","Sensory/Messy Play, Art & Crafts, Yoga & Wellness, STEM","9 year old, 10 year old, 11 year old, 12 year old",Dublin,"Belmayne, Dublin, Ireland",53.40338,-6.17046,0858424846,Littlelotusdublin@gmail.com,,,https://www.instagram.com/little_lotus_dublin?igsh=MThkaGFwYWdidDZpMQ==,,Price per session: 50€; 3 session bundle: 130€,True,True,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/05/IMG-20260505-WA0004-150x150.webp?crop=1
Little Turtles,https://totsspots.com/listing/little-turtles-playgroup-dublin/,"Little Turtles is made up of song, dance and play!","We are Leah & Molly, owners of Little Turtles Playgroup! We are based in Funky Monkeys, Spraoi and Jungle Den Playcentres. All these classes are pay as you go and no need to pre-book - all prices for these sessions vary between centres.
We run seasonal events around Halloween, Christmas and Easter. Where we have a fun morning of fun activities and games based on the season we are celebrating. We also run outdoor summer classes which we are SO excited to launch again.
Below you can find out more details or follow us on Instagram ‘littleturtles___’
Little Turtles is a vibrant and engaging class designed for our youngest learners, aimed at children aged 0-6 years. Our meticulously planned activities are tailored to meet the developmental needs of the children, ensuring that they are constantly learning while they play and have fun. Our priority is to create an environment where play is not just an activity, but an integral part of learning and growth. We are focused on fostering a caring, thoughtful, and friendly atmosphere where children can laugh, have fun, and thrive while learning.","Playgroups, Movement & Play","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Dublin,"Dublin, Ireland",53.34981,-6.26031,,littleturtlesco@gmail.com,,,https://www.instagram.com/littleturtles___?igsh=MWhyemJyajg5bTI0cQ==,,From (prices vary): 7.50€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/10/World-Turtle-Day-Social-Media-Template-poster-150x150.webp?crop=1
Lullababy West Dublin,https://totsspots.com/listing/lullababy-west-dublin/,Baby classes for those 0-2 with lots of activities,"The green isle hotel in Clondalkin on Fridays with times varying throughout the day. Caregivers stay and participate in the activities which include baby massage, yoga, sensory play, movement and music and first aid","Playgroups, Baby Massage, Sign Language, Yoga & Wellness, First Aid, Sensory/Messy Play, Movement & Play","0-6 months, 6-12 months, 1 year old",Dublin,"Buckandhounds, Clondalkin, County Dublin, D22 F9F4, Ireland",53.30956,-6.40368,0894851210,lullababy.clairel@outlook.com,https://www.lullababyclasses.com,,,,Price per term for Step 2 and 3 per class in a term: 18€; Step 1 five week term: 120€; Step 2 and 3 PAYG: 22€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/07/logo-r-1-150x150.webp?crop=1
Lusk Parent and Toddler Group,https://totsspots.com/listing/lusk-parent-and-toddler-group/,Lusk Parent and Toddler Group,"Lusk Parent and Toddler Group  is open to mums, dads, caregivers and grandparents. Come and connect with other local families. The group is for babies up to 3 years of age. Come have a chat and a cuppa (you will need to bring a reusable cup with a lid) in a cosy venue while the kids play.
📍Location:  The Cottage Community Centre, 1 Church Rd, Lusk, Co. Dublin, K45 VE83 ( beside the tree on Lusk square across from Murray’s)
⏰Time: Every Monday from 9.45 - 11.45  (during term time)
💶 Cost: €3 for 1 child
💶 Cost: €5 for 2 children
💶 Cost: €7 for 3 children
🧸Contact Details: you can contact lptglusk@gmail.com for any queries
**Keep an eye on social media for when the group starts back up after school holidays as it may not always align with term time.","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old",Dublin,"Lusk, County Dublin, K45 VE83, Ireland",53.52573,-6.16601,086-3837000,,,https://www.facebook.com/luskparentandtoddlergroup,,,1 child: 3€; 2 children: 5€; 3 children: 7€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-1-1-1-150x150.webp?crop=1
Malahide Girls' Brigade,https://totsspots.com/listing/malahide-girls-brigade/,"Interested in dancing, singing, arts and crafts?","Starting Saturday 19th September 2026!!
Malahide Girls’ Brigade are looking for new members from 2-18+ years old.
We do a mixture of dance, singing, skipping, and games.
Our Class times are as below:
Tiny Tots (2-4 Years old) - Saturdays 1.15pm - 2.15pm
Explorers (5-8 Years old) - Saturdays 1.15pm - 3.15pm
Juniors (9-11 Years old) - Saturdays 2.00pm - 4.00pm
Seniors (12-13 Years old) - Saturdays 2.00pm - 4.00pm
Brigaders (14-17 Years old) - Saturdays 12.30pm - 1.30pm
Associates (18+ Years old) - Saturdays 12.30pm - 1.30pm
We are a uniformed organisation which we supply from our stores.
Interested? Contact Ruth on 0879389727","Dance, Movement & Play, Social","2 year old, 3 year old, 4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old, 13 year old, 14 year old, 15 year old",Dublin,"Malahide, County Dublin, K36 X968, Ireland",53.44902,-6.152,0879389727 (Ruth),29malahidegirlsbrigade@gmail.com,https://www.girlsbrigadeirl.ie/,,,,"September 2026 to April 2027: 150€; 3 week Trial (20, 27 September and 4 October)",True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2025/04/GB_logo-150x150.webp?crop=1
Malahide Parent and Toddler Group - Cuidiu,https://totsspots.com/listing/malahide-parent-and-toddler-group-cuidiu/,Parent and Toddler group in Malahide,"Joining the Malahide Parent and Toddler Group is a wonderful opportunity to connect with other families and create lasting memories with your little one. Held in a warm and welcoming environment, this group offers a perfect space for toddlers to play, explore, and make friends, while parents enjoy a supportive community of like-minded individuals. Whether you're new to the area or a longtime resident, the Parent and Toddler Group is a fantastic resource for fostering connections and enriching your toddler’s early years.
Sessions typically run weekly and cater to children aged 0-5. Why not come along and see what it's all about? .
Location:  St Slyvesters parish centre, beside the church.
Day/Time: Every Friday during School Terms at 10 to 11.30 am.
Cost: €3 for Cuidiú Members / €6 for non members
Cuidiú is a charity and as such runs off donations.
You can become a Cuidiú Member for €25 per year (plus PayPal fees) or half year membership is just €13.
Membership includes:
* Discount on the weekly parent and toddler groups and other Cuidiu activity and events
* Discounts in a wide range of shops/businesses.
* After 6 months you can apply for training sessions including Antenatal Teaching, Breastfeeding Counsellor, Parent Supporter Training (A good option if you want to train up in something new and have a side job or switch careers).","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Dublin,"Malahide, County Dublin, K36 HR63, Ireland",53.45046,-6.15466,,,https://www.cuidiu.ie/membership,https://www.facebook.com/CuidiuDublinCountyNorth/,https://www.instagram.com/cuidiu_dublincountynorth/,,Cuidiú Members (per Family): 3€; Non - Cuidiú Members (per Family): 6€; Cuidiú Membership for the year: 25€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Mammy & Me Strength,https://totsspots.com/listing/mammy-me-strength/,Mammy and baby exercise classes,"Mammy and baby exercise classes in the beautiful Athgoe Castle, Newcastle Co Dublin. Caters for all fitness levels. Fully qualified fitness instructor trained in pre and post natal. Every Monday and Wednesday at 10.30 and every Thursday at 11.30.",For Parents,"0-6 months, 6-12 months",Dublin,"Athgoe, County Dublin, D22 A031, Ireland",53.28324,-6.51906,0868865763,lorrainekfitness@hotmail.com,https://www.instagram.com/lorrainek_fitness,,https://www.instagram.com/lorrainek_fitness,,1 x class per week (4 classes): €60€; 2 x classes per week ( 8 classes): €100€; 3 x classes per week (12 classes): €145€; Trial class: €18€,True,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Marino Parent and Toddler Group - Cuidiu,https://totsspots.com/listing/marino-parent-and-toddler-group-cuidiu/,Marino Parent and Toddler Group,"Marino Parent and Toddler Group is conveniently located in Carleton Hall Marino. Perfect for all parents, grandparents, minders or caregivers. An excellent way for your baby or toddler to enjoy songs and playing with other children. Don't forget to grab a tea/coffee and some biscuits while your little one plays away.
Location:  Carleton Hall Marino.
Day/Time: Every Friday during School Terms at 9.30 to 11.00 am.
Cost: €3 for Cuidiú Members / €5 for non members
Cuidiú is a charity and as such runs off donations.
You can become a Cuidiú Member for €25 per year (plus PayPal fees) or half year membership is just €13.
Membership includes:
* Discount on the weekly parent and toddler groups and other Cuidiu activity and events
* Discounts in a wide range of shops/businesses.
* After 6 months you can apply for training sessions including Antenatal Teaching, Breastfeeding Counsellor, Parent Supporter Training (A good option if you want to train up in something new and have a side job or switch careers).","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Dublin,"Marino, Dublin, Ireland",53.36711,-6.23361,,,https://www.cuidiu.ie/membership,https://www.facebook.com/cuidiudublinnortheast,,,Cuidiú Members (per Family): 3€; Non - Cuidiú Members (per Family): 5€; Cuidiú Membership for the year: 25€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Master Doyle Taekwon-Do Schools,https://totsspots.com/listing/master-doyle-taekwon-do-schools/,Taekwon-Do classes for 5-12 year olds,"The Master Doyle Taekwon-Do Schools have classes in Tallaght (Old Bawn), Kildare (Maynooth & Naas) and Carlow.
Our Schools have produced World, European & National Champions and our students have won medals representing Ireland both home and abroad. We offer both traditional and sport Taekwon-Do classes to children and Adults. We have special classes for younger children that give them an introduction to the Martial Arts in a fun way.
We offer special rates for families wishing to join together.
All our Instructors are Garda vetted, qualified and recognised by the Irish Martial Arts Council.
The Schools Senior Instructor is 8th Dan Master Stephen Doyle who has worked as Irish National Coach for over 20 years and is a former European Gold medallist.
Whether its for fitness or self defence if you or your children are interested in joining drop along for a free class or contact Stephen at 087-6986491 / info@masterdoyle.com.",Martial Arts & Boxing,"5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old, 13 year old, 14 year old, 15 year old",Dublin,"Naas West, Naas, County Kildare, W91 VW90, Ireland  Maynooth, County Kildare, W23 X0C6, Ireland  Oldbawn, Dublin, D24 T854, Ireland  Carlow, R93 K5P2, Ireland",53.21992,-6.66411,+353876986491,info@masterdoyle.com,http://masterdoyle.com/,,,,Monthly: 45€; 10 class: 100€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/05/Mst-doyle-logo-150x150.webp?crop=1
Melanie Murphy Certified Infant Massage Instructor,https://totsspots.com/listing/melanie-murphy-certified-infant-massage-instructor-3/,"Infant Massage, Story Massage & Wellbeing","In-person groups usually 5 weeks in duration delivered in community settings in North County Dublin. Open to caregivers/parents with babies from newborn up to 10months (pre-crawlers).
There's a special kind of calm that fills the room during baby massage.
Each firm and gentle touch builds trust, comfort and connection between parent and baby.
Join our 5 week Baby Massage groups delivered on Fridays in the Cottage Community Centre here in Lusk and learn soothing routines to use every day.
Fridays 10.00am till 11.30am","Baby Massage, For Parents","0-6 months, 6-12 months",Dublin,"Lusk, County Dublin, K45 VE83, Ireland",53.52573,-6.16601,0872908386,poochini247@gmail.com,,https://www.facebook.com/,https://www.instagram.com/poochini247/?hl=en,,5 week group Fee: 100.00€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2025/05/Booking-Hawk-Logo-150x150.webp?crop=1
Messy Adventures,https://totsspots.com/listing/messy-adventures/,Learning through messy play,"Play promotes physical development, as it encourages children to practise their fine and gross motor skills as well as their hand eye coordination. Children are given the opportunity to explore their senses by using their whole bodies and development these movements.
👉Our classes allow parents and carers to play one-on-one with their children. Play also encourages children to learn how to engage in activities independently as well as with other children. All vital skills for their development.
We pride ourselves in providing classes which are fully inclusive and we warmly welcome all babies & children.
Tuesday - Malahide 11am (messy play)
Thursday - Malahide 10am & 11:20am (Role Play Village Active)
Friday - Swords 9:30am & 11:15am (messy play)
Friday - Raheny 9:30am & 11:15am (messy play)
30% sibling discount automatically applied at checkout",Sensory/Messy Play,"6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old",Dublin,"Swords, County Dublin, Ireland  Malahide, County Dublin, Ireland  Phibblestown, Dublin, Ireland  Clontarf Road, Dublin, Ireland",53.45575,-6.21974,0858839480,hello@messyadventures.ie,https://www.messyadventures.ie/,https://www.facebook.com/messyadventures.ie/,https://www.instagram.com/messyadventures.ie/,https://www.messyadventures.ie/,Messy play per class: 16€; Role Play Village: 14 €,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/09/Messy-Adventures-Logo-Aloji-Font-Navy-150x150.webp?crop=1
Mindful Creativity with Michelle,https://totsspots.com/listing/mindful-creativity-with-michelle/,Emotional Awareness through Creativity,"Children learn to become friends with the emotions that come to visit them, through crafts, music, games and activities helping them connect with breath and body.
Suitable for children aged 7 – 11 years old.
Flemington Community Centre, Balbriggan
July 21st – 25th  , 10:00 – 12:30
€120 Sibling discount available.
Phone Michelle 0877730177","Music, Art & Crafts, Social","7 year old, 8 year old, 9 year old, 10 year old, 11 year old",Dublin,"Flemingtown, Balbriggan, County Dublin, K32 HD28, Ireland",53.61194,-6.20647,0877730177,michellecgriffin1@gmail.com,,,,,5 mornings: 120€,True,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Mini Athletics Dundalk Drogheda and Swords,https://totsspots.com/listing/mini-athletics-kids-dundalk-drogheda-swords/,Mini Athletics for walkers to 7 years old,"We take what children love to do the most (running super fast, jumping high and throwing far) and mix it with imaginative themes, learning to follow instructions, making friends and developing gross motor skills.
Taking inspiration from track and field, it is the magical combination of imaginative play, sport and burning energy!
A caregiver must attend, best to bring a bottle of water as little ones will run up a thirst.
Classes are Saturday and Sunday mornings",Athletics,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old, 7 year old",Dublin,"Marian Park, Drogheda, County Louth, Ireland  ALSAA, Toberbunny, County Dublin, Ireland  Dundalk, County Louth, Ireland",53.7085,-6.35652,086 154 2192,nfergus@miniathletics.com,https://ie.miniathletics.com,,,,Sessons From: 11.50€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/08/inbound3902440415252091202-150x150.webp?crop=1
Mini Me Massage,https://totsspots.com/listing/mini-me-massage-baby-class-yoga/,Classes are Baby LED,"Mum & Baby yoga is a 1 hour class
Baby Massage is 1 and half hour long
Classes are baby LED
I offer a safe space with an intimate setting for mammies to come with baby enjoy 1 to 1 time to bond with baby. Whilst meeting other new mammies.","Baby Massage, Yoga & Wellness, For Parents","0-6 months, 6-12 months",Dublin,"Mountview, Flemington Rd, Flemingtown, Balbriggan, Co. Dublin, Ireland  Flemingtown, County Dublin, K32 PD79, Ireland",53.62425,-6.22802,0863603281,Minimemassage22@gmail.comM,https://www.instagram.com/mini_me_massage?igsh=MXFtdXhqNWRhZGNz,,https://www.instagram.com/mini_me_massage?igsh=MXFtdXhqNWRhZGNz,,Mum & Baby Yoga 4 week course: 60 €; Baby Massage 5 week course: 150€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/09/received_346521487568943-150x150.webp?crop=1
Mini Messer’s Balbriggan,https://totsspots.com/listing/mini-messers-swords/,Mini Messer’s offers baby sensory play.,"Mini Messer’s is a baby and parent sensory based class. Baby art and messy play is catered for, along with fun songs and sensory based activities
Castlelands Community Centre Friday 10 am -11am","Art & Crafts, Sensory/Messy Play, Movement & Play","0-6 months, 6-12 months, 1 year old, 2 year old",Dublin,"Castlelands, Balbriggan, County Dublin, Ireland",53.59839,-6.18223,0868877467,info@colourandart.ie,https://www.colourandart.ie,,,,Baby classes per term: 95€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2024/06/IMG_9491-2-150x150.webp?crop=1
Mini Messer’s Ballyboughal,https://totsspots.com/listing/mini-messers-ballyboughal/,Mini Messer’s offers baby sensory play.,"Mini Messer’s is a baby and parent sensory based class. Baby art and messy play is catered for, along with fun songs and sensory based activities
Saturday 9.30 - 10.30 in Brookwell Studio","Art & Crafts, Sensory/Messy Play, Movement & Play","0-6 months, 6-12 months, 1 year old, 2 year old",Dublin,"Ballyboughal, County Dublin, Ireland",53.52021,-6.2676,0868877467,info@colourandart.ie,https://www.colourandart.ie,,,,Baby classes per term: 95€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2024/06/IMG_9491-2-1-150x150.webp?crop=1
Moo Music Dun Laoghaire,https://totsspots.com/listing/moo-music-dun-laoghaire/,Moo Music is music and movement session for 0-5,"Moo Music is a great fun and interactive music and movement session for 0 to 5 year old children and their parents, grandparents or carers too, where the children sing, dance and play.
Music is an essential part of every child’s development and the 150 original Moo Music songs used at the sessions are positive, uplifting, fun and educational.
The interactive sessions will help your child gain confidence and develop memory, language and coordination skills in an exciting, enjoyable and multi-sensory way.
It’s a great way to make new friends – both for the children and the adults too!
Check our website to stay up to date with our schedule","Playgroups, Music, Movement & Play","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Dublin,"St Brigid's Parish Center, St Brigid's Church Rd, Stillorgan, Dublin, Ireland",53.28546,-6.19546,0899662772,infodlr@moomusic.ie,https://moomusic.ie/dunlaoghaire,https://www.facebook.com/profile.php?id=61584771287201,https://www.instagram.com/moomusicdlr,,PAY AS YOU GO: 12.50 €,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/04/Moomusicdlr-logo-150x150.webp
Movies @ - Reel Parents,https://totsspots.com/listing/movies-swords-reel-parents/,Catch the latest blockbuster with your baby,"Would you like to catch the latest blockbuster with your baby in the morning with like minded parents and guardians?
Reel Parents screenings are exclusive to pre crawlers and their parents/guardians so you can make your way into the screen, sit back and relax without worrying that you are disturbing any other guests while the movie is playing. The sound of the feature will be reduced for peace and comfort.
Arrive early to enjoy a cup of tea or coffee.
Please note that in keeping with standard practice, our screen is fully fitted with aisle and stairway lighting for your safety and convenience.
Prams or Buggies please must not block Fire Exits or walkways in screens due to Health & Safety regulations. Buggies/prams or personal belongings are left at our guests’ own risk.
Check Our Website to find out what movie we are screening.
SWORDS
GOREY
Dungarvan",Cinema/Film,"0-6 months, 6-12 months",Dublin,"Barrysparks, Swords, County Dublin, K67 YH26, Ireland  High Street, Waterford, Co. Waterford, Ireland  Raheenagurren East, County Wexford, Y25 KR12, Ireland",53.45377,-6.21901,,,https://www.movies-at.ie/mornings/reel-parents/,,,,Price per Adult: 8€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Muckross Gymnastics Club,https://totsspots.com/listing/muckross-gymnastics-club-toddler-teen-class/,"Gymnastics, ninja, trampoline and open play","MPGC provides a range of gymnastics classes from Preschool Gymnastics (3+) through to Teen classes (12+) and open play for babies to preschoolers.
The majority of our gymnasts take part in our one hour per week, Recreational Classes, which take place all week in our venue in Sandyford Business Park in Dublin 18
👉ARTISTIC GYMNASTICS CLASSES:
Our gymnastics classes are focused on fun, learning new skills as well as gaining strength, flexibility and discipline that helps our gymnasts in all aspects of their lives.
We train on Asymmetric Bars, Balance Beam, Vault and Floor. Along with learning new skills on the trampoline and AirTrack.
➕EXTRA REC:
Perfect for any of our Recreational gymnasts (1 hour & 1.5 per week groups) who would like to take a second class to build on their skills.
🥷NINJA CLASS:
For boys and girls who love to run and jump and climb. A parkour style class that will keep you moving with lots of obstacle courses and fun challenges.
🦘TRAMPLINE CLASS:
For girls and boys who love to jump! Trampoline classes will use our Olympic size trampoline, AirTrack, mini tramp and so much more.
👶TOTS OPEN PLAY:
Want somewhere to let your little one run and play? Our Tots Open Play is open to crawlers to age 4 (non school girls and boys).
👫Parent supervised play in our gym, with lots of play to run and bounce and swing and climb.
Tots Sessions aren't coach-led but we are on hand to help and play.
Drop in anytime, and stay for the whole session or just a little bit.
👉Sibling discounts available.
💳Don't forget to ask for our loyalty card","Gymnastics, Movement & Play","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old, 13 year old, 14 year old, 15 year old",Dublin,"Sandyford, Dublin, D18 NW93, Ireland",53.27501,-6.2123,0852839159,comp@mpgc.ie,http://www.mpgc.ie,https://www.facebook.com/muckrossgc/,https://www.instagram.com/official_mpgc?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,,0-6 months: Free€; 6 months - 1 year: 7.00€; 1 year - 4 years: 10.00€; Term prices: Vary€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/09/file-page1-150x150.webp?crop=1
