Title,URL,Website,Phone,Description,Address,Latitude,Longitude,Categories,Dublin Zone,Book Now URL,Added Date,Image URL
Breastfeeding .ie,https://dublincitymum.ie/listing/breastfeeding-ie/,https://www2.hse.ie/babies-children/breastfeeding/,,"The HSE’s Breastfeeding Supports provide comprehensive, evidence-based guidance for parents across Ireland. Services include antenatal breastfeeding preparation, local support groups, and one-to-one assistance with common challenges such as positioning, latch, expressing, and milk supply. Parents can access professional advice through hospital-based lactation consultants, public health nurses, and community midwives, with many also available online via the | Ask Our Breastfeeding Expert | live | chat and email service. These resources ensure families receive consistent, expert-led support throughout their breastfeeding journey, at no cost.",Various Locations,,,Breastfeeding,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/hanna-balan-_XdzYhDlK4Y-unsplash-800x600.jpg
Breastfeeding Support,https://dublincitymum.ie/listing/breastfeeding-support/,https://www.breastfeedingsupport.ie/,+353862312679,"Breastfeeding Support – Nicola O’Byrne, Lactation Consultant (Dublin & Online) | Whether you’re expecting your first baby or juggling breastfeeding with toddler life and sleep deprivation, Nicola O’Byrne offers compassionate, expert help just when you need it. With over 30 years of experience as a neonatal and paediatric nurse turned lactation consultant, she provides | personalised, non-judgemental | support through 1:1 consultations (in person or online), antenatal prep classes, twin-specific sessions, pumping masterclasses, guidance on introducing solids (“Boob and Food”), and help with gently stopping when the time comes. You can even order a colostrum-expressing kit to get a head start on early feeding, and there’s a blog and weekly newsletter packed with practical tips. Perfect for parents who want guidance that’s realistic, empowering, and tailored to their breastfeeding goals.","3 Landscape Rd, Rathfarnham, Dublin 14, D14 WC65",,,Breastfeeding,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-337.png
Breathing Space,https://dublincitymum.ie/listing/breathing-space/,https://breathingspacedublin.com/,,"Step into Breathing Space and discover a beautiful refuge made for you and your little one, a wellness haven nestled in the heart of Dublin 8 on Cork Street and Donore Avenue. Here, movement, yoga, Pilates, and mindful self-care are gently reimagined for families. With an inclusive philosophy that celebrates and normalises every body—Fat Positive, Queer, Trans, Disability and Race Positive—Breathing Space offers baby-friendly movement sessions that nurture both parent and child. Imagine soft stretches, mindful breaths, and a calm community where you and your baby can be fully seen, supported, and connected—whether you’re new to movement or just craving some peaceful “us” time together. Think of it as your kinder, gentler mini-retreat, no tantrums, just tiny smiles and deep breaths! | Their | Baby & Me | sessions are part gentle stretch, part lullaby, and 100% giggles, where you get to bond and breathe. | Their | Active Birth Partner Workshop | is your ticket to a power-packed doula-led crash course: breathing strategies, body-wise support moves, and birth-ready confidence. They even slip in pregnancy-safe reformer Pilates and soothing postpartum movement, because “move-and-cuddle” should always be the mantra. It’s like your weekly calm + connection sandwich, with extra baby giggles on the side.","Southgate, Cork St, Dublin, D08 VHW1",,,Pre + Postnatal Exercise; Wellbeing,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-2025-09-06-at-15.46.56-800x600.png
Bricks 4 Kidz,https://dublincitymum.ie/listing/bricks-4-kidz/,https://bricks4kidz.ie/our-programs/birthday-parties/,,"Bricks 4 Kidz | is a STEM-based party experience where children aged 5 to 12 dive into themed LEGO®-building adventures with a party host guiding the fun. | They’ll kick off with colourful bricks, move into LEGO®-based games and activities like “Mining & Crafting”, “Jurassic Brick Land” or “Superhero Academy”, and wrap up with the birthday child in the spotlight. | These parties are perfect for birthday bashes, with flexible themes, plenty of creative play, and minimal planning for parents—just bring the cake and invite the fun.","Dublin, Ireland",53.349805,-6.26031,Party Venues,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_19-10-2025_92729_bricks4kidz.ie_-800x600.jpeg
Brother Hubbard North,https://dublincitymum.ie/listing/brother-hubbard-north/,https://brotherhubbard.ie/contact/,+35314411112,"Brother Hubbard North (Capel Street, Dublin 1) | Tucked in among the buzz of Capel Street and just a stone’s throw from the Liffey, Brother Hubbard North is a spacious, plant‑filled café with a super family friendly vibe and amazing Middle Eastern brunch. From sunrise ’til afternoon, it’s serving up beautifully crafted dishes that feel both familiar and delightfully unexpected. Their thoughtful | Menu for Little Ones | features gems like French toast with chocolate ganache or yogurt-and-grapes, toast soldiers with scrambled egg, even little waffles with scrambled egg and a baby-friendly “BabyChino” on the house! And there’s loads of room for buggies too thanks to its generous, airy layout. | Kids Menu: | Yes . | High Chairs: | Yes. | Baby Changing: | Yes. | Why It’s Great: | Spacious, relaxed, and full of flavour, Brother Hubbard North nails that sweet spot where grown-ups can enjoy top-notch brunch while kids tuck into their own mini menu, buggies, BabyChinos, and all. | Nearby Family Activity: | Explore Irish history at the amazing | Collins Barracks | with | free admission | , which has a collection of exhibits showcasing everything from military history to decorative arts. The museum offers a variety of hands-on displays that make history fun and accessible for kids. They also run tons of brilliant family events throughout the year, check out their upcoming events to see | what’s on.","153 Capel Street, Rotunda, Dublin 1, Ireland",53.350394,-6.269579,Eat,,https://brotherhubbard.ie/book-now/,,https://dublincitymum.ie/wp-content/uploads/2025/05/Screenshot-2025-09-01-at-12.13.20-800x600.png
Brown Box Catering,https://dublincitymum.ie/listing/brown-box-catering/,https://brownboxcatering.com/,,"Brown Box Catering provides your family with a healthy alternative to high street food options. Their menu changes seasonally based on the freshest ingredients available, with all food options made to order daily. Homemade never tasted so good! | Kildare based Brown Box Catering serve a range of locations: | Celbridge, Leixlip, Lucan, Maynooth, Tallaght, Citywest & Dublin | .",UNIT 22/23 CELBRIDGE CO. KILDARE W23 KD30,53.380717,-6.59159,Cakes + Caterers,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Brown-box.png
Brown Thomas,https://dublincitymum.ie/listing/brown-thomas/,https://www.brownthomas.com/search/?q=nursery&lang=en_IE,,"Brown Thomas – Nursery & Children’s Collection | is where style meets the sweetest of necessities. Think designer baby clothes & accessories, enchanting toys & games, gorgeous bedding & décor — all stocked with premium brands that deliver both quality and cuteness. Whether you’re after something special for a newborn, gifts for toddlers, or beautiful basics, Brown Thomas makes luxury feel accessible for little ones.","88 Grafton Street, Dublin, D02 VF65, Ireland",53.342391,-6.259919,Nursey Interiors + Baby Essentials,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/brown-thomas.png
Brushstrokes,https://dublincitymum.ie/listing/brushstrokes/,https://www.brushstrokes.ie/contact,+35316402857,"Brushstrokes offers art classes for children aged 6-12, creating a relaxed and fun environment where kids can explore their creativity at their own pace. Classes are designed to nurture natural artistic abilities while guiding structured progression in drawing and painting. Whether your child is just starting out or looking to develop their skills further, Brushstrokes provides a supportive space to grow and learn.","6 Sweeney Mews, Ongar, Dublin 15, D15 VX0K",,,Art,,,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-124.png
BuJo,https://dublincitymum.ie/listing/bujo-2/,https://bujo.ie/,,"BuJo (Sandymount, Dublin 4) | Just off Sandymount Green, BuJo is a burger joint with a conscience, and it’s perfect for families. The menu is packed with juicy grass-fed Irish beef burgers, veggie and vegan options, plus a dedicated kids’ menu with smaller-sized meals that still bring all the flavour. Expect hand-cut fries, proper shakes, and fresh buns made with care. The bright, casual setting is spacious enough for buggies, and the atmosphere is always buzzing with families. BuJo is also big on sustainability, so you can feel good about what’s on your plate and how it’s served. | Kids Menu: | Yes. | High Chairs: | Yes. | Baby Changing: | Yes. | Why It’s Great: | Quality burgers, family-friendly seating, and a relaxed vibe make BuJo a brilliant pit stop. Add in their eco-friendly approach, and you’ve got a place where parents and kids are equally happy. | Nearby Family Activity: | Head to Sandymount Strand for a breezy walk, seashell collecting, and a chance for little ones to run wild along the wide, sandy beach. At low tide, it feels like you’ve got miles of space to explore, with stunning views across Dublin Bay.","6A Sandymount Green, Dublin 4, D04 XY70, Ireland",53.332117,-6.214578,Eat,,https://order.toasttab.com/online/bujo-burger-sandymount-6a-sandymount-green,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-2025-09-16-at-16.19.23-800x600.png
BubbaBaby,https://dublincitymum.ie/listing/bubbababy/,https://bubbababy.ie/,,"BubbaBaby | offers stylish, multi-functional baby and toddler essentials designed with both form and function in mind. Their signature covers can be used as nursing covers, stroller shields, trolley covers, and more—perfect for protecting little ones from sun, wind, germs, or curious hands. | They also make clever Bubba Tags, which clip onto car seats, prams, or bags as a polite “please don’t touch” reminder—ideal for keeping germs at bay when baby is especially vulnerable. | With products that combine thoughtful design, everyday practicality, and a focus on safety, BubbaBaby is a great fit for parents seeking trusted, versatile baby gear.","2 Abbey Close, Rathfarnham, Dublin, Ireland",53.293816,-6.279405,Gifts; Nursey Interiors + Baby Essentials,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_17-10-2025_1284_bubbababy.ie_.jpeg
Bump & Beyond,https://dublincitymum.ie/listing/bump-beyond/,https://bumpandbeyond.ie/antenatal-education/,,"Navigating pregnancy for the first (or even fourth!) time can feel overwhelming—but you don’t have to do it alone. At | Bump & Beyond, | antenatal classes are designed to empower expectant parents with the knowledge, confidence, and calm they need to prepare for birth and early parenthood. Run by experienced midwives and childbirth educators, these evidence-based, down-to-earth classes cover everything from labour and delivery to pain relief options, postnatal recovery, breastfeeding, newborn care, and more. | ​ | Held in a relaxed, supportive setting (both in-person and online), the classes are ideal for mums-to-be and their partners who want practical tools, real answers, and a community of support. Whether you’re preparing for your first baby or adding to your growing family, Bump & Beyond offers expert guidance every step of the way—so you feel ready, reassured, and fully informed.","Pembroke road, Ballsbridge, Dublin 4",,,Antenatal Classes,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/baby-hand-1.jpg
"Bump, Baby & Me",https://dublincitymum.ie/listing/bump-baby-me-2/,https://bumpbabyandme.ie/,,"Welcoming every stage of your parenting journey, | Bump, Baby & Me | is your go-to for connection, support, and gentle strength. Led by the gorgeous and brilliant Kathy Milliken in Malahide, they offer pregnancy yoga, postnatal & mum-and-baby yoga, baby massage, MumFit, and empowering workshops to nurture body, mind and bond. | Whether you’re seeking calm, strength, rest, or the joy of shared moments with your little one, their classes are welcoming, evidence-based, and built to support the realness of motherhood. | We adore Bump, Baby & Me because it doesn’t just teach, it holds space. For women who are changing, growing, and learning every day.","Malahide Parish Pastoral Centre, Main St., Malahide, Co. Dublin",,,Wellbeing,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-282.png
"Bump, Baby & Me",https://dublincitymum.ie/listing/bump-baby-me/,https://bumpbabyandme.ie,,"Welcoming every stage of your parenting journey, | Bump, Baby & Me | is your go-to for connection, support, and gentle strength. Led by the gorgeous and brilliant Kathy Milliken in Malahide, they offer pregnancy yoga, postnatal & mum-and-baby yoga, baby massage, MumFit, and empowering workshops to nurture body, mind and bond. | Whether you’re seeking calm, strength, rest, or the joy of shared moments with your little one, their classes are welcoming, evidence-based, and built to support the realness of motherhood. | We adore Bump, Baby & Me because it doesn’t just teach, it holds space. For women who are changing, growing, and learning every day.","Bump Baby and Me, Malahide Rd, Malahide, Co. Dublin",,,Pre + Postnatal Exercise,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-10-05-at-15.23.25-800x600.png
Bunsen,https://dublincitymum.ie/listing/bunsen/,https://bunsen.ie/,+35315525408,"Bunsen | (Wexford Steet) | For minimalist, quality burgers (seriously good ones) with zero fuss, Bunsen is always a hit. With amazing burgers and chips, it’s well-loved by families on a mid-price budget. | Kids Menu: | No – but burgers and chips are always a winner! | High Chairs: | Yes | Baby Changing: | Yes | Why It’s Great: | Simple, brilliant burgers that satisfy both parents and kids alike.","36 Wexford Street, Portobello, Dublin 2, Ireland",53.337213,-6.266069,Eat,,https://web.dojo.app/create_booking/group/IfU5wZ___m_yH9LvrASMrrIE-552XeFkqkaPSE_fCRc_group,,https://dublincitymum.ie/wp-content/uploads/2025/05/Screenshot-2025-09-01-at-12.22.38-800x600.png
Bushy Park Tennis Academy,https://dublincitymum.ie/listing/bushy-park-tennis-academy/,http://www.bushytennispadel.ie/index.aspx,+35314905960,"Bushy Park Tennis Academy offers fun and engaging tennis lessons for children aged 5 to 17. Classes are organised by age and skill level to ensure an enjoyable and supportive experience for all players. | ​ | Lesson Times: | Monday to Thursday: 3:00 PM – 6:00 PM | Saturday: 9:00 AM – 1:00 PM | ​ | ​ | Lessons take place at Bushy Park Tennis and Padel Club, providing a great environment for learning and playing.","Rathdown Ave, Terenure, Dublin 6W, Co. Dublin, D6W TX24",,,Tennis,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-299.png
"Butlers Chocolate, The Factory Tour",https://dublincitymum.ie/listing/butlers-chocolate-the-factory-tour/,https://www.butlerschocolates.com/en/factory-tour?srsltid=AfmBOooykxMerMUWzS7Mab_ejjYGD1N2kRb4s7JsNjS_BDf057sIKMlT,,"Immerse yourself in a magical world of Irish chocolate artistry at Butlers, The Factory Tour. You’ll discover the process of how all of the ingredients are combined together and transformed into luxury boxes of chocolates, chocolate bars, fudge, toffee and hot chocolate. | The 90 minute family-friendly interactive tour starts with a short movie about the history of chocolate and Butlers, followed by a fun, hands-on museum filled with engaging exhibits for kids. From the glass paneled walkway, you can watch master chocolatiers at work, as they make delicious treats from start to finish. The highlight for little ones (and grown ups!) is getting to decorate your very own chocolate masterpiece to take home. ​AND e | njoy chocolate tastings along the way! | Families can also enjoy seasonal events like Halloween costume parties and festive Christmas visits. After the tour, relax in the Butlers Café and treat yourselves to their famous hot chocolate and sweet bakes. Tours run Tuesday to Saturday and pre-booking is essential. A must visit for chocolate lovers of all ages.","Priorswood, Dublin, D17 A076, Ireland",53.40405,-6.219449,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Butlers.jpg
Bánór,https://dublincitymum.ie/listing/banor/,https://banor.ie/,,"Bánór | is an Irish skincare start-up born from the unique partnership between pharmacist-turned-skincare innovator Nicola Lyons and food-industry expert Elaine Crosse, rooted in their shared farming heritage in Tipperary. With skincare crafted literally from the land, their products celebrate Tipperary sheep milk and lanolin as star ingredients—both naturally rich in vitamins, minerals, proteins, and barrier-boosting fats. | Designed by a pharmacist and grounded in rigorous research, the range includes delicately scented hand & body wash, lotions, oils, and scrubs—gentle enough for pregnancy and sensitive skin yet potent enough to deliver antioxidant, anti-ageing, and skin barrier benefits backed by testing. Made in Ireland, using all-natural ingredients and framed by traceability, quality, and sustainability, Bánór makes “farm meets pharmacy” feel luxurious and refreshingly local.",Online,,,Skincare,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-2025-09-13-at-14.02.41-800x600.png
CA Design,https://dublincitymum.ie/listing/ca-design/,https://www.cadesign.ie/,,"CA Design | is a Dublin-based interiors brand founded by award-winning designer | Carol-Anne Leyden | , celebrating the best of contemporary and mid-century design. With a passion for clean lines, timeless materials, and thoughtful craftsmanship, CA Design brings together modern European furniture, lighting, and home accessories that feel as good as they look. | Carol-Anne’s eye for balance, where sleek contemporary pieces meet the warmth and character of mid-century style, has made CA Design a go-to for design lovers across Ireland. Every collection is carefully curated to elevate modern living spaces, blending beauty, comfort, and longevity. | From statement sofas and sculptural lighting to refined finishing touches, CA Design is where modern design meets everyday living, crafted for modern Irish living with substance and soul.",,,,Brands We Love; Homeware,,,,https://dublincitymum.ie/wp-content/uploads/2025/11/Screenshot_1-11-2025_154714_www.instagram.com_-625x600.jpeg
CJ Cookery,https://dublincitymum.ie/listing/cj-cookery/,http://www.cjcookery.com/index.html,+3533316853,"CJ Cookery which offers weekly baking classes for children in a fun, safe and relaxed environment in Clontarf, that encourages discovery and creativity. During my baking classes all children work independently to create from start to finish their own masterpiece!","St. Gabriel's Parish Centre, Clontarf, Dublin 3",,,Cooking,,,,https://dublincitymum.ie/wp-content/uploads/2025/07/Screenshot-190-800x600.png
CN Dumpling,https://dublincitymum.ie/listing/cn-dumpling/,https://www.cndumpling.ie/,,"CN Dumpling | (4B Montague Street, Dublin 2) | A great little restaurant dishing up handcrafted delicious dumplings and Chinese bites with a modern twist, think flavourful, healthy dishes served in a friendly, casual setting. While there’s no official kids’ menu, the chicken dumplings are delicious and one of our family favourites, plus the shareable dishes and welcoming vibe make it easy for families to enjoy together. Prices are mid-range, perfect for a relaxed yet tasty experience. | Kids Menu: | Not formal, but plenty of dumpling fun to share. | High Chairs: | No. | Baby Changing: | No. | Why It’s Great: | A casual, creative place where little one and grown ups will love the dumplings and modern flavours. | Nearby Family Activity: | Make it a full outing with a literary adventure at | MoLI (Museum of Literature Ireland) | —just a short stroll away. This beautifully curated museum delights kids and grown-ups alike with interactive exhibitions, the cozy LitLab for creative play, and peaceful gardens to explore. A perfect pairing for families looking to blend food, culture, and a dose of Dublin charm.","4b Montague Street, Saint Kevin's, Dublin 2, Ireland",53.336536,-6.264773,Eat,,https://www.cndumpling.ie/index.html#contact,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-2025-09-01-at-09.47.44-608x600.png
Cabinteely GAA,https://dublincitymum.ie/listing/cabinteely-gaa/,https://cabinteelygaa.com/become-a-member,,"Cabinteely GAA has been at the heart of the community since 1977, providing Gaelic football and hurling/camogie for boys and girls of all ages. The club is based in Kilbogget Park and welcomes players from Cabinteely, Johnstown, Cherrywood, Ballybrack, Loughlinstown, and Killiney. | ​ | For younger children, the Academy is the perfect introduction to Gaelic games, with fun, engaging sessions designed to build skills and confidence. Football runs on Saturdays at 9:00 AM, while hurling/camogie takes place on Thursdays at 6:00 PM. From age 7, players move into teams that train weekly and take part in Go Games, a development-focused format ensuring inclusive and balanced play.","Kilbogget Park, Churchview Rd, Co. Dublin",,,GAA,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-227.png
Cabinteely Park,https://dublincitymum.ie/listing/cabinteely-park/,https://www.dlrcoco.ie/parks-outdoors/parks/cabinteely-park,,"Cabinteely Park spans 45 hectares, and includes a brilliant children’s playground suitable for kids of all ages. The playground has a zip line, large climbing frame with ropes, a maze, sandpit, and all the usual swings, slides and multiplay units. And a walk through park might bring you past the pond, home o a variety of ducks and a few swans too. | The Japanese style Cafe is open all day and is the perfect spot to stop off and enjoy some food or coffee with the little ones.  And there’s a beautiful dog-run near the playground for families with four-legged friends.","Bray Road, Cabinteely, Co. Dublin, Ireland",53.264157,-6.157894,Parks + Playgrounds,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/cabinteely-800x600.jpg
Cake & Elf,https://dublincitymum.ie/listing/cake-elf/,https://www.cake-elf.ie/,,"Cake & Elf | is a beautiful Irish brand that proves children’s clothing can be stylish, sustainable, and full of charm. Based in West Cork, this family-run label designs and makes all its pieces in Ireland using GOTS-certified organic cotton and eco-friendly inks, so the clothes are gentle on little ones’ skin and kind to the planet too. | Every piece feels special. The designs are small-batch and thoughtfully made, with whimsical, nature-inspired prints and soft, wearable silhouettes that move with your child. It’s the perfect mix of nostalgia and playfulness — clothes designed for real life, whether that’s climbing trees, birthday parties, or snuggly afternoons at home. | With sizes ranging from baby to around eight years old, Cake & Elf makes dressing your kids a joy — and one you can feel good about. It’s an Irish brand that celebrates craftsmanship, comfort, and conscience in equal measure.",,,,kids Apparel,,,,https://dublincitymum.ie/wp-content/uploads/2025/11/Screenshot_2-11-2025_83759_www.cake-elf.ie_-739x600.jpeg
Cake Cafe,https://dublincitymum.ie/listing/cake-cafe/,https://www.cakecafe.ie/,,"Cake Café | A hidden gem, regularly referred to as “Dublin’s best kept secret!”, is tucked away through a bookshop, leading into a serene courtyard, a perfect little oasis in the city. Their brunch is beautifully plated, the cakes are a work of art, and the friendly team make you feel at home. Mid-range menu, with standout savoury and sweet options that charm everyone. | Kids Menu: | Not formal, but the cozy vibe and treats delight little ones. | High Chairs: | Yes and courtyard seating is buggy-friendly. | Baby Changing: | No. | Why It’s Great: | Sleeps through the chaos—quiet, unique, and refreshing for frazzled parents. | Nearby Family Activity: | Wander over to | Iveagh Gardens | , a lush, hidden gem in the city with winding paths, fountains, and a playground made for little explorers.","The Daintree Building, Pleasants Place, Saint Kevin's, Dublin 8, Ireland",53.334548,-6.265994,Eat,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-31-at-16.36.58-800x600.png
Cara Hodge Photographer,https://dublincitymum.ie/listing/cara-hodge-photographer/,https://www.carahodgephotographer.com/,+353830679982,"Capture genuine family moments with Cara Hodge, an internationally awarded lifestyle, newborn, and family photographer based in Blackrock. Specializing in in-home and outdoor sessions, Cara creates timeless, natural portraits—from maternity and newborn shoots to birthdays and special family celebrations. Her storytelling approach, combined with high-quality prints and heirloom albums, ensures every session is a lasting memory.","Blackrock, County Dublin, Ireland",53.300964,-6.177068,Photographers,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-280-800x600.png
Carluccio's,https://dublincitymum.ie/listing/carluccios/,https://www.carluccios.com/,+35316333957,"Carluccio’s | (Dawson Street) | Italian comfort in the city centre with pizzas, pastas, and family-friendly staff. Kids have their menu, buggies are welcome, and high chairs are provided. Little indulgence at a mid-range price. | Kids Menu: | Yes | High Chairs: | Yes | Baby Changing: | Yes | Why It’s Great: | City centre location with none of the fuss—elegant, familiar, and welcoming. | Nearby Family Activity: | Make it a full outing with a literary adventure at | MoLI (Museum of Literature Ireland) | —just a short stroll away. This beautifully curated museum delights kids and grown-ups alike with interactive exhibitions, the cozy LitLab for creative play, and peaceful gardens to explore. A perfect pairing for families looking to blend food, culture, and a dose of Dublin charm.","52 Dawson Street, Ranelagh, Dublin 2, Ireland",53.34115,-6.258288,Eat,,https://www.carluccios.com/pages/book-now,,https://dublincitymum.ie/wp-content/uploads/2025/05/Screenshot-66.png
Carrickmines Equestrian Centre,https://dublincitymum.ie/listing/carrickmines-equestrian-centre/,https://www.carrickminesequestrian.ie/,+35312955990,"Carrickmines Equestrian Centre offers horse riding lessons for children aged six and up, catering to all skill levels from complete beginners to advanced riders. Lessons are held seven days a week, with an indoor arena providing a safe environment for new riders. Private lessons are available by appointment on weekdays. | Group lessons are organized based on ability, ensuring kids of similar skill levels learn together. The first lesson (except for beginners) is used as an assessment to make sure each child is placed correctly. The centre is family-run and has been welcoming riders for over 30 years, offering a picturesque setting with views of Dublin Bay. | Fully approved by AIRE, Carrickmines Equestrian Centre is committed to maintaining high standards and providing a welcoming atmosphere for young riders.","Carrickmines, Cabinteely, County Dublin, Ireland",53.253273,-6.172831,Horse Riding,,,,https://dublincitymum.ie/wp-content/uploads/2025/07/Screenshot-170.png
Castleknock Hurling and Football Club,https://dublincitymum.ie/listing/castleknock-hurling-and-football-club/,https://castleknock.net/,,"Castleknock Hurling and Football Club has been a cornerstone of the Carpenterstown, Castleknock, and Clonsilla communities since 1998, offering Gaelic football, hurling, camogie, and ladies football for all ages. With top-class facilities at Somerton Park and additional pitches in Porterstown, St. Catherine’s Park, and Tír na nÓg, the club provides a welcoming environment for players of all levels. | ​ | For younger children, the Nursery runs every Saturday morning in Tír na nÓg, catering to boys and girls aged 4 to 8. With a focus on fun, teamwork, and skill development, it’s the perfect introduction to Gaelic games.","1 Somerton Rd, Castleknock, Dublin, D15 NTC3",,,GAA,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-228.png
Chatterparrot,https://dublincitymum.ie/listing/chatterparrot/,https://www.helenosullivan.ie/chatterparrot,,"Baby Sign Language | Chatterparrot was set up to provide babies, toddlers and their grown-ups with a friendly space to boost bonding and communication from birth. The classes use a mix of songs, stories, sensory play and baby sign to focus on interaction and learning those early words. The class is run by Helen O’Sullivan qualified language teacher and linguist, passionate about bringing the joy of language to little ones and giving parents some precious play-time with their babies. | There are classes in Rathmines, Kilternan and online. | Find your best class here.",Various locations,,,Baby + Toddler Classes,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/chatter.png
Cherry Orchard Equine Centre,https://dublincitymum.ie/listing/cherry-orchard-equine-centre/,https://www.cherryorchard.ie/equestrian-centre/,+35316209160,"Cherry Orchard Equine Centre offers a range of riding lessons for beginners to advanced riders, catering to all age groups. Lessons follow the AIRE syllabus and focus on fun, progression, and building confidence. Private lessons are also available for those who want one-on-one instruction or aim to advance more quickly. | Therapeutic Riding: | The centre also offers therapeutic horse riding sessions for children and adults with additional needs. These sessions promote strength, balance, coordination, and confidence through gentle, rhythmic movement. | Pony Camps: | During school holidays, Cherry Orchard runs pony camps that include riding lessons, stable management, and fun activities like games and arts and crafts. Camps are three hours long and led by qualified instructors. | Lessons take place Monday to Friday from 3pm – 8pm and Saturday from 9am – 5pm.","Blue Door, 83 Cherry Orchard Cresent, Cherry Orchard , Dublin D10CF62",,,Horse Riding,,,,https://dublincitymum.ie/wp-content/uploads/2025/07/Screenshot-169.png
Chester Beatty,https://dublincitymum.ie/listing/chester-beatty/,https://chesterbeatty.ie/,,"FREE ADMISSION | Chester Beatty | , nestled within the grounds of Dublin Castle, is a captivating and free museum-library that transports families on a journey across centuries and continents—perfect for curious minds of all ages. The collection features everything from illuminated manuscripts and miniature paintings to rare books, prints, and decorative arts from Europe, the Middle East, North Africa, and Asia. Enjoy the self-guided audio tour (available in 13 languages) or test the little ones with a fun family quiz. Time your visit for around two hours to truly soak it all in. | After exploring, relax in the Silk Road Café, grab a treat, browse the gift shop, or spend some quiet time in the peaceful rooftop garden. A serene and enriching day out that blends art, history, and culture in a welcoming, child-friendly atmosphere.","Dublin Castle, Castle Street, Dublin 2, Ireland",53.342153,-6.26813,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/Chester-B.jpg
Child Vision,https://dublincitymum.ie/listing/child-vision/,https://childvision.ie/who-we-are/our-story/,+35318373635,"ChildVision is the only place in Ireland totally dedicated to the education and therapy needs of blind and multi-disabled children. Thousands of children with sight loss and other profound disabilities have bravely overcome their obstacles and grown up to reach their full potential, guided by their expertise and support. | ChildVision is primarily an Equine Therapy Facility with a very limited number of horse riding lessons open to the public. Equine Therapy last for 30 minute or 1 hour sessions in group blocks available subject to assessment by their Occupational Therapist. This input provides horsemanship experiences to persons with physical, sensory, mental health, psychological and intellectual disabilities in order to enhance the quality and productivity of their lives.","Grace Park Road, Drumcondra, Dublin 9",,,Horse Riding,,,,https://dublincitymum.ie/wp-content/uploads/2025/07/Screenshot-167.png
Children's Baking Parties,https://dublincitymum.ie/listing/childrens-baking-parties/,https://www.childrensbakingparties.com/,+353863669259,"Party food and fun all in one! A Baking Party is a wonderful way of celebrating your child’s birthday, or other special occasion.  Choose from Pizza, Cupcakes or Cookies – all made by the children in the comfort of your own home. AND clean up in included.",Various locations,,,Party Entertainers,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/children-baking.png
Children's Yoga with Anna,https://dublincitymum.ie/listing/childrens-yoga-with-anna/,https://www.annawalshyoga.com/childyoga,+3530654599,"Anna’s children’s yoga classes create a fun and safe place for your child to enjoy themselves and learn practical tools to help them in today’s busy and sometime confusing world. Anna uses games, dance, stories and movement to allow your child to express themselves while also learning how to become body and mind aware. Through breath work the children learn how to cope with stressful situations; through talking circles they learn how to communicate, and through movement they learn how to become body aware and confident. While all the time having lots of fun.","Dublin, Ireland",53.349801,-6.260296,Yoga,,,,https://dublincitymum.ie/wp-content/uploads/2025/07/Screenshot-184-585x600.png
Children’s Magician,https://dublincitymum.ie/listing/childrens-magician/,https://frumpletrix.com,+353877860863,"Are you ready for a magical adventure filled with laughter and wonder? FrumpleTrix, Dublin’s favourite children’s magician, is here to make your next celebration unforgettable! Together with his cheeky sidekick, Margery the Wonder Chicken, he brings a hilarious mix of comedy and magic that kids (and grown-ups) will love. Perfect for birthday parties, communions, and family events — FrumpleTrix is the children’s entertainer who makes every occasion truly magical!","Dublin, Ireland",53.349805,-6.26031,Party Entertainers,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/IMG_9879-1.png
