company_name,category,address,website_url,phone_number,email_address,latitude,longitude,geocode_method
Ballinamore Parent and Toddler Group,"Playgroups, Baby & Toddler Group","Convent Road, Aghadark, County Leitrim, Ireland",https://mohillfamilysupportcentre.org/services/,0866035977,support@mohillfsc.info,54.0521101,-7.8124376,drop-venue
Ballinasloe/Killalaghton Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Killalaghton Hall, Ballinasloe, Killoran, County Galway, Ireland",https://totsspots.com/listing/ballinasloe-killalaghton-parent-baby-toddler-group/,,,53.3435047,-8.8733741,area-level
Ballincollig Baby & Toddler Group Cork,"Playgroups, Baby & Toddler Group","The Village Shopping Centre, Station Rd, Ballincollig, Cork, Co. Cork, Ireland",https://ballincolligfrc.org/about-us/,+353 21 487 6295,info@ballincolligfrc.org,51.8875118,-8.5928633,full
"Ballinderry Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Ballinderry, County Roscommon, F42 N277, Ireland",https://totsspots.com/listing/ballinderry-parent-baby-and-toddler-group/,,,53.7004614,-8.1757415,full
"Ballinfoile Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Galway, H91 PN50, Ireland",https://bcnc.ie/,,roselyn.carroll@gmail.com,53.2744122,-9.0490601,full
"Ballingarry / Croom Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Croom, County Limerick, V35 E306, Ireland Knightstreet, Ballingarry, County Limerick, V94 9H30, Ireland",https://croomfrc.com/services/parent-family-support/,061 602 878,info@croomfrc.com,53.3411249,-6.2545,area-level
"Ballinrobe Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Credit Union House, Main Street, Cornaroya, Ballinrobe, County Mayo, Ireland",https://ballinrobetacufrc.com/,,tacucomdev@gmail.com,53.9086522,-9.2981258,area-level
"Ballintrillick Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Gortnahoula, County Sligo, F91 A389, Ireland",https://www.benwiskincentre.com/classes/,071 91 76721,,54.4139423,-8.3887949,full
"Ballon Parent, Baby & Toddler Group Carlow","Playgroups, Baby & Toddler Group","Ballon, County Carlow, Ireland",https://totsspots.com/listing/ballon-parent-baby-toddler-group/,085 72 02 358,,52.7392233,-6.7693693,full
"Ballybrown / Clarina Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Ballybrown, County Limerick, V94 F5EY, Ireland",https://ballybrownclarinacommunity.com/classes/,0857297246,,52.6438306,-8.7293862,full
"Ballybunion Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Ballybunnion, County Kerry, V31 TV25, Ireland",https://totsspots.com/listing/ballybunion-baby-toddler-group/,,ballybcomcentre@gmail.com,52.5103039,-9.6740364,full
"Ballycroy Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Gortbrack South, Co. Mayo, Ireland",https://totsspots.com/listing/ballycroy-parent-baby-and-toddler-group/,,ballycroybabyandtoddlergroup@gmail.com,54.031111,-9.8125,full
"Ballyduff Parent, Baby & Toddler Group Kerry","Playgroups, Baby & Toddler Group","Benmore, County Kerry, V92 A2VC, Ireland",https://budsfrcballyduff.com/,0871519234,budsfrc@gmail.com,52.4521373,-9.6665847,full
"Ballygar Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Ballygar, County Galway, F42 YA62, Ireland",https://totsspots.com/listing/ballygar-parent-baby-toddler-group/,087 1377 908,,53.5223233,-8.3261381,full
"Ballyhaunis Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Carrownluggaun, County Mayo, F35 Y337, Ireland",https://totsspots.com/listing/ballyhaunis-parent-baby-toddler-group/,,s.d.cleary@hotmail.co.uk,53.767262,-8.7684591,full
"Ballyhea Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Ballyhea, County Cork, Ireland",https://totsspots.com/listing/ballyhea-parent-baby-toddler-group/,ballyheapreschoolboard.com,,52.3226751,-8.6554217,full
"Ballymoney Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Glennaglogh, County Wexford, Y25 D680, Ireland",https://ballymoneysteiner.com/,087 2102876,,52.6658589,-6.2181111,full
"Ballymote Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Keash Rd, Ballymote, Sligo, Ireland",https://ballymotefamilyresourcecentre.ie/news/,071 91 97818,,54.085878,-8.5114267,full
"Ballynanty Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Ballynanty Beg, Limerick, V94 APX8, Ireland",https://www.northsidefrc.ie/children/parent-and-toddler-group/,+353 61 326 623,info@northsidefrc.ie,52.6766288,-8.6422543,full
"Ballyvaughan Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Ballyvaughan Holiday Cottages, Knocknagroagh, Ballyvaughan, Co. Clare, Ireland",https://totsspots.com/listing/ballyvaughan-parent-baby-toddler-group/,0861525843,,52.8572575,-8.9374359,area-level
Bandon Parent & Toddler Group,"Playgroups, Baby & Toddler Group","Cloghmacsimon, Bandon, County Cork, P72 P895, Ireland",https://bandonfrc.ie/services/,0238829466,info@cfsbandon.com,51.7425368,-8.7313628,full
"Belcarra Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Cuillare, Co. Mayo, F23 HY58, Ireland",https://www.belcarra.ie/community-futures/,,deirdre.flatley10@gmail.com,53.8046522,-9.2118805,full
"Belturbet Parent, Toddler & Baby Group","Playgroups, Baby & Toddler Group","The Diamond, Corporation Lands, Co. Cavan, Ireland",https://totsspots.com/listing/belturbet-parent-toddler-baby-group/,049 952 2683,,54.0934889,-7.4217644,drop-venue
Blackrock Baby & Toddler Group Cork,"Playgroups, Baby & Toddler Group","Ballintemple, Cork, T12 Y304, Ireland",https://totsspots.com/listing/blackrock-cork-toddler-group/,,blackrocktoddlebums@gmail.com,51.8947981,-8.4354471,full
"Borris Parent, Baby & Toddler Group Carlow","Playgroups, Baby & Toddler Group","Borris, County Carlow, R95 AY07, Ireland",https://totsspots.com/listing/borris-parent-baby-toddler-group-carlow/,087 4519376,,52.5987984,-6.9202139,full
"Borrisokane Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Borrisokane, County Tipperary, Ireland",https://www.silverarchfrc.ie/news/145/community-families-parent-toddler-amp-baby-groups.php,087 9520130,info@silverarchfrc.ie,52.9997513,-8.1329107,full
"Boyle Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Military Rd, Knocknashee, Boyle, Co. Roscommon, Ireland",https://www.boylefrc.ie/services/29/parent-baby-toddler-group.php,,,53.973763,-8.2996157,full
"Bree Enniscorthy Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Knocknagross, County Wexford, Y21 XF95, Ireland",https://www.independent.ie/regionals/wexford/enniscorthy-news/localnotes/around-the-districts-bree-galbally-to-kiltealy-ballindaggin/a1010161768.html,085 1180930,,52.4336005,-6.6072305,full
"Bunclody Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Main St, Newtownbarry, Bunclody, County Wexford, Ireland",https://visitbunclody.ie/baby-toddler-group/,083 3219929,,52.6552139,-6.6531623,full
"Buncrana Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Buncrana, County Donegal, Ireland",https://totsspots.com/listing/buncrana-donegal-toddler-group/,086 3125183,shaunamckinley@gmail.com,55.1353624,-7.453109,full
"Caherdaniel Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Ballycarnahan, Co. Kerry, Ireland",https://totsspots.com/listing/caherdaniel-parent-baby-toddler-group/,,,51.7637522,-10.1037303,full
Callan Kilkenny - Baby & Toddler Group- Droichead Family Resource Centre,"Playgroups, Baby & Toddler Group","West St, Callan South, Callan, Co. Kilkenny, Ireland",https://droicheadfrc.ie/,085 856 4950,admin@droicheadfrc.ie,52.5426855,-7.3878857,drop-venue
"Cappawhite & Annacarty Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Annacarty, County Tipperary, Ireland Cappawhite National School, Cappagh, Cappawhite, County Tipperary, Ireland",https://totsspots.com/listing/teatime-baby-and-toddler-group/,087 3386923,,52.6848215,-7.8981472,area-level
Carrick on Shannon Parent and Toddler Group,"Playgroups, Baby & Toddler Group","Townparks, Carrick-On-Shannon, County Leitrim, N41 X9D6, Ireland",https://www.breffnifrc.ie/,0719622566,,53.9488872,-8.0907441,full
"Carrick Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Roxborough Glebe, County Donegal, F94 KXY1, Ireland",https://carrickonline.net/links/carrick-family-playgroup,,staceygeoghegan88@gmail.com,54.6481858,-8.6323031,full
Carrick-on-suir Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Townparks, Carrick-on-Suir, County Tipperary, E32 P928, Ireland",https://totsspots.com/listing/carrick-on-suir-baby-toddler-group/,051 642 418,,52.349012,-7.4188232,full
Carrickmacross Parents & Tots,"Playgroups, Baby & Toddler Group","Kilmactrasna, County Monaghan, A81 NY04, Ireland",https://www.facebook.com/ParentsTotsCBC/,,,53.9681758,-6.7267802,full
"Carrigaline Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Carrigaline, County Cork, Ireland",https://totsspots.com/listing/carrigaline-parent-toddler-group/,,,51.8149556,-8.3922675,full
Carrigallen Parent and Toddler Group,"Playgroups, Baby & Toddler Group","Boeeshil, County Leitrim, N41 Y2F5, Ireland",https://mohillfamilysupportcentre.org/services/,071 963 1253,support@mohillfsc.info,53.9160038,-7.8658289,full
"Carrignavar Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Laharan, County Cork, T34 D527, Ireland",https://totsspots.com/listing/carrignavar-parent-baby-toddler-group/,+353 87 807 1218,glencarrigkids@gmail.com,52.063333,-9.001111,full
"Carrigtwohill Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Carrigtohill, County Cork, T45 FW61, Ireland",https://carrigtwohillfrc.ie/services/parent-and-toddler-group/,0214533000,coordinator@carrigtwohillfrc.ie,51.9106941,-8.2587483,full
"Castleblayney Parent, Baby & Toddler Group - Blaneytots","Playgroups, Baby & Toddler Group","Killygola, County Monaghan, A75 E653, Ireland",https://www.castleblayneycentralschool.com/?fbclid=IwZXh0bgNhZW0CMTAAAR0cTZWeTQryZL9t0gJpse-c1_-BkjHz-bWIMI5tRFDUqyjVDEZBfTn9aCA_aem_T2a1eMPExYrukBtvraBfVA,,castleblayneycentralns@gmail.com,54.1406021,-6.7361848,full
"Castleconnell Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","14-15 Castle Street, Coolbane, Castleconnell, Co. Limerick, Ireland",https://totsspots.com/listing/castleconnell-parent-baby-and-toddler-group/,,,52.7107396,-8.4987384,drop-venue
Castleisland Parent and Toddler Group in Kerry,"Playgroups, Baby & Toddler Group","Tonbwee, County Kerry, V92 P803, Ireland",https://www.facebook.com/castleislandparentandtoddlergroup/about,,,52.2257912,-9.4631033,full
"Castlemaine Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Castlemaine, County Kerry, Ireland",https://totsspots.com/listing/castlemaine-parent-baby-toddler-group/,,,52.1685671,-9.7011826,full
"Castletown Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Castletown, County Cork, P47 YR96, Ireland",https://totsspots.com/listing/castletown-parent-baby-toddler-group/,,castletownparentsandtoddlers@gmail.com,51.7695133,-8.9532641,full
Castletownbere Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Knockaneroe, County Cork, P75 WN88, Ireland",https://totsspots.com/listing/castletownbere-parent-baby-toddler-group/,+353 27 70998,info@bearawestfrc.ie,52.1602924,-8.9699268,full
Cellarstown / New Park / Kilkenny - Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Garrincreen, Kilkenny, R95 RK40, Ireland",https://totsspots.com/listing/cellarstown-kilkenny-baby-toddler-group/,087 1939776,,52.6617926,-7.2262194,full
"Claregalway Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Lakeview, County Galway, H91 THH4, Ireland",https://totsspots.com/listing/claregalway-parent-baby-toddler-group/,,fi.dwyer@gmail.com,53.3435047,-8.8733741,drop-venue
Clashmore / Kinsalebeg Toddler Group,"Playgroups, Baby & Toddler Group","Ballyheeny, County Waterford, P36 V348, Ireland",https://totsspots.com/listing/clashmore-kinsalebeg-toddler-group/,,,51.9906614,-7.8400042,full
"Clonakilty Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Tawnies Upper, Clonakilty, County Cork, P85 XC64, Ireland",https://totsspots.com/listing/clonakilty-parent-baby-toddler-group/,0863226635,,51.6305433,-8.8946297,full
Clones Baby & Toddler Group - Clones Family Resource Centre,"Playgroups, Baby & Toddler Group","Largy, County Monaghan, H23 AE75, Ireland",https://totsspots.com/listing/clones-parent-baby-toddler-group/,047 52919,,54.1824551,-7.2300965,full
"Clonmany Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Clehagh, County Donegal, F93 YX90, Ireland",https://totsspots.com/listing/clonmany-donegal-toddler-group/,,carolineharkin@hotmail.com,55.2636631,-7.395774,full
Clonmel & Cashel Parent and Baby Group,"Playgroups, Baby & Toddler Group","Cashel, County Tipperary, Ireland Clonmel, County Tipperary, Ireland",https://clonmelcommunitymother.ie/mother-baby-parent-toddler/,,,52.6848215,-7.8981472,area-level
"Clonmel / Cahir Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Townparks, Kilcommon Cross, County Tipperary, Ireland Wilderness Grove, Clonmel, County Tipperary, Ireland Irishtown, Clonmel, County Tipperary, Ireland",https://clonmelcommunitymother.ie/mother-baby-parent-toddler/?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExdEpvak95U0xFbkJad1RSWQEeeoNimM8kgjZpnmCbCqxXTN_kmMX7SvQ0rjk1hxeWTf5a0nb_9yOIqHQLLiA_aem_6r8M0595DRJfrCoaLCSF5g,0526128199,,52.6848215,-7.8981472,area-level
Clooneen/Manorhamilton Parent & Toddler Group,"Playgroups, Baby & Toddler Group","Clooneen, County Leitrim, F91 PP62, Ireland",https://totsspots.com/listing/clooneen-manorhamilton-parent-toddler-group/,,siunmcglynn@gmail.com,54.3060812,-8.1857237,full
Coachford Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Nadrid, County Cork, P12 X365, Ireland",https://totsspots.com/listing/coachford-baby-toddler-group/,,,51.9020017,-8.7847569,full
"Cobh Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Cloyne Terrace, Ballyvoloon, Cobh, County Cork, Ireland",https://www.cobhfamilyresourcecentre.ie/parent-and-toddler.html,021 4816103,,51.8581581,-8.3005774,drop-venue
"Cong Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Gortaroe, County Mayo, F31 PY97, Ireland",https://totsspots.com/listing/cong-parent-baby-and-toddler-group/,,cornerkiddies11@gmail.com,53.8103729,-9.5077942,full
"Conna Parent, Baby & Toddler Group (Tweenies Playgroup)","Playgroups, Baby & Toddler Group","Conna, County Cork, P51 RW62, Ireland",https://totsspots.com/listing/conna-parent-baby-toddler-group/,,,52.0925044,-8.1099774,full
"Convoy Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Convoy Townparks, County Donegal, F93 AF80, Ireland",https://totsspots.com/listing/convoy-donegal-toddler-group/,,shaunpaulmaguire@gmail.com,54.8624131,-7.669696,full
"Conwal Letterkenny Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Letterkenny, County Donegal, F92 CTF4, Ireland",https://totsspots.com/listing/conwal-letterkenny-donegal-toddler-group/,,louisetoner18@gmail.com,54.9517941,-7.7354368,full
Cork Multiples Club - Wilton/Bishopstown - Toddler Group,"Playgroups, Baby & Toddler Group","Bishopstown, Cork, T12 TN97, Ireland",https://totsspots.com/listing/wilton-baby-toddler-group/,,corkmultiplesclub@gmail.com,51.8796067,-8.5166631,full
"Corofin Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Ballybanagher, Co. Galway, Ireland",https://totsspots.com/listing/corofin-parent-baby-toddler-group/,,maireflaherty@gmail.com,53.4442098,-8.8566147,full
"Corramartin/Aughnasheelin Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Corramartin, Co. Leitrim, Ireland",https://totsspots.com/listing/corramartin-aughnasheelin-baby-toddler-group/,,Aughnasheelinpt@gmail.com,54.0667399,-7.8693769,full
"Craanford Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Crannford, County Wexford, Ireland",https://totsspots.com/listing/craanford-parent-baby-toddler-group/,087 2889917,,52.6819249,-6.38914,full
Craughwell Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Craughwell, County Galway, H91 X028, Ireland",https://totsspots.com/listing/craughwell-parent-baby-toddler-group/,,,53.2251309,-8.7358299,full
"Crossmolina Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Knockalegan, County Mayo, F26 A0C7, Ireland",http://www.crossmolina.ie/event/baby-toddler-group-3/,,s.gough@crossmolina.ie,53.678123,-9.0859227,full
Crusheen Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Drummanneen, County Clare, V95 YT32, Ireland",https://crusheencc.ie/,,,52.9403868,-8.8904025,full
"Derryvally / Ballybay Steiner Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Derryvally, County Monaghan, A75 HF78, Ireland",https://totsspots.com/listing/ballybay-parent-baby-toddler-group/,,info@monaghanwaldorfschool.ie,54.1288628,-6.9252061,full
"Dingle Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Cappa, Dingle, County Kerry, V92 DT44, Ireland",https://www.aiseannanahoige.ie/,0669152889,eolas@aiseannanahoige.ie,52.147279,-10.2626944,full
"Donegal Town Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Milltown, Donegal, F94 PHW5, Ireland",https://totsspots.com/listing/donegal-town-parent-baby-toddler-group/,,donegaltownparentandtoddler@gmail.com,54.8509068,-7.619856,full
"Donoughmore Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Donoughmore, County Cork, Ireland",https://totsspots.com/listing/donoughmore-parent-baby-toddler-group/,,,51.9890689,-8.7452997,full
"Doohamlet Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Dernaglug, County Monaghan, A75 EF99, Ireland",https://www.doohamletcommunitycentre.com/,,hazel.parker@faithmission.org,54.126902,-6.8316349,full
"Dromahair Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Dromahair Library, Back Line, Drumahaire, Dromahair, Co. Leitrim, Ireland",https://totsspots.com/listing/dromahair-parent-baby-toddler-group/,,katarina.tothova@hotmail.co.uk,54.1401622,-8.0524782,area-level
"Dromdaleague Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Dromdaleague, County Cork, P47 W297, Ireland",https://totsspots.com/listing/dromdaleague-parent-baby-toddler-group/,+353 86 844 2954,,51.6658434,-9.2633898,full
"Drumaweer Greencastle Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Greencastle Communty Centre, Drumaweer, Greencastle, County Donegal, Ireland",https://totsspots.com/listing/drumaweer-greencastle-toddler-group/,,info@greencastlecentre.ie,54.9207542,-7.9523852,area-level
"Drummin Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Cuilmore, County Mayo, F28 NY07, Ireland",https://totsspots.com/listing/drummin-parent-baby-toddler-group/,09821446,info@drumminns.ie,53.9526625,-8.8730305,full
"Drumshanbo Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Laird House, Church Street, Carricknabrack, Drumshanbo, County Leitrim, Ireland",https://totsspots.com/listing/drumshanbo-parent-toddler-group/,0876866013,modonohoesc@gmail.com,54.1401622,-8.0524782,area-level
Dungloe Letterkenny Outdoor Toddler Group,"Playgroups, Baby & Toddler Group","Dunglow, County Donegal, F94 XP62, Ireland",https://www.playmatters.ie/,,playmattersoffice@gmail.com,54.9474585,-8.355091,full
Dunmanway Cox's Hall Toddler Group,"Playgroups, Baby & Toddler Group","Dunmanway North, County Cork, P47 AY67, Ireland",https://fanlobbus.ie/Toddler-Group.htm,,,51.7355334,-9.1345581,full
"Dunmanway Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Kilbarry Road, Kilbarry, Dunmanway, Co. Cork, Ireland",https://dfrc.ie/groups-and-activities/,085 - 245 3688,,51.7163278,-9.1328679,full
"Edgeworthstown Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Ballymahon Road, Edgeworthstown, County Longford, Ireland",https://totsspots.com/listing/edgeworthstown-parent-baby-toddler-group/,0874122922,,53.6967596,-7.6122516,full
"Ennis Doora Barefield Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Rosslevan, Co. Clare, Ireland",https://www.doorabarefieldparish.ie/?gallery=doora-barefield-parent-toddler-group-opening,085 8741773,,52.8593345,-8.9542459,full
"Enniskerry Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Powerscourt Parochial Hall, Kilgarran, Enniskerry, County Wicklow, Ireland",https://enniskerry.ie/g/mums-n-tots/,,,53.1910252,-6.171287,drop-venue
"Feenagh / Kilmeedy Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Cloonroosk, County Limerick, V35 PP78, Ireland",https://totsspots.com/listing/feenagh-kilmeedy-parent-baby-toddler-group/,,,52.3898259,-8.8895889,full
Fenagh Beg Parent & Toddler Group,"Playgroups, Baby & Toddler Group","Fenagh Beg, County Leitrim, N41 E2R6, Ireland",https://fenagh.com/whats-on/,071 964 5590,fenaghvisitorcentre@gmail.com,54.0260405,-7.8471758,full
"Fermoy Parent, Baby & Toddler Group ""As Gaeilge""","Playgroups, Baby & Toddler Group","Fermoy Youth Centre, Ashe Quay, Fermoy, County Cork, Ireland",https://www.fermoyyouthcentre.ie/event/na-noinini-dancing-daisies-playgroup-as-gaeilge-2/2025-05-09,086 1655053,,52.1382732,-8.2778613,full
"Firies Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Killahane, County Kerry, V93 FF8X, Ireland",https://totsspots.com/listing/firies-parent-baby-toddler-group/,085 8626676,,52.17231,-9.5900911,full
"Frenchpark Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Frenchpark, County Roscommon, Ireland",https://totsspots.com/listing/frenchpark-parent-baby-and-toddler-group/,,,53.8694829,-8.407222,full
Garrafrauns Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Garrafrauns, Galway, Ireland",https://totsspots.com/listing/garrafrauns-baby-toddler-group-galway/,,egkilgarriff@hotmail.com,53.6340328,-8.8231829,full
"Geevagh Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Ballynashee, County Sligo, F52 R942, Ireland",https://totsspots.com/listing/geevagh-parent-baby-toddler-group/,087 9780077,,54.1053946,-8.2262245,full
Glen Baby & Toddler Group Cork - Cuddles & Chat,"Playgroups, Baby & Toddler Group","Glen Avenue, The Glen, Cork, Ireland",https://glencentre.ie/primary-school-tours/,021 455 0511,glenresourcecentre@gmail.com,51.9104927,-8.4577999,full
"Glenbeigh Parent, Baby & Toddler Group (The Toddle Inn)","Playgroups, Baby & Toddler Group","Kilnabrack Upper, County Kerry, V93 N5TE, Ireland",https://totsspots.com/listing/glenbeigh-baby-toddler-group/,,,52.0502109,-9.9343284,full
"Glengarriff/Coomhola Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Cappyaughna, County Cork, P75 V067, Ireland",https://totsspots.com/listing/glengarriff-coomhola-baby-toddler-group/,0861697571,,51.7525917,-9.5563236,full
"Glengoole Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Glengoole South, County Tipperary, E41 A065, Ireland",https://mfrc.ie/,052 9157992,julie@mfrc.ie,52.6109714,-7.6304972,full
"Glenties Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Glenties, County Donegal, Ireland",https://downstrandsfrc.ie/glenties-parent-toddler-group/,,annmariec02@hotmail.com,54.7972091,-8.2839273,full
"Glin Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Ballygiltenan North, County Limerick, Ireland",https://totsspots.com/listing/glin-parent-baby-toddler-group/,,,52.565334,-9.2770568,full
"Gorey Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","St Michael's Rd, Gorey corporation lands, County Wexford, Ireland",https://gyng.ie/wp/yolos/parent-and-toddler/,053 9422611,,52.6769779,-6.2963672,drop-venue
Headford/ Cloughanover Parent Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Headford Road, Galway, Ireland",https://totsspots.com/listing/headford-cloughanover-parent-baby-toddler-group/,,josephine.chini@icloud.com,53.2856938,-9.0458551,full
Inistioge Kilkenny - Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Church Street, Inistioge, Kilkenny, Ireland",https://totsspots.com/listing/inistioge-kilkenny-baby-toddler-group/,087 3211926,,52.4885452,-7.0654872,full
Innishannon Parent & Toddler Group,"Playgroups, Baby & Toddler Group","Innishannon Parish Hall, Laherfineen, Innishannon, County Cork, Ireland",https://totsspots.com/listing/innishannon-parent-baby-toddler-group/,,,51.9175359,-8.5859773,area-level
"Irishtown Limerick Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","2 Garryowen Road, Irishtown, Limerick, V94 YW26, Ireland",https://garryowencdp.com/what-we-offer/,0896085304,info@garryowencdp.com,52.6632397,-8.6188317,drop-venue
"Irishtown Mayo Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Irishtown, County Mayo, Ireland",https://totsspots.com/listing/irishtown-mayo-parent-baby-toddler-group/,,sinead.costello.mooney@gmail.com,53.6626542,-8.8880037,full
"Kenmare Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Railway Road, Kenmare, Co. Kerry, Ireland",http://www.kenmarefrc.ie/?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExdEpvak95U0xFbkJad1RSWQEeB1OfZ8QwgwssIPfeezO3VRSYknJggVCDkp1J3nJGn8lVH8t4yrZgZwwF_fY_aem_B8N027XtdeJ-9nsg2gNw9Q,0646642790,,51.883785,-9.5817265,full
"Kerryhead / Ballyheigue Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Ballyheige, County Kerry, V92 N225, Ireland",https://totsspots.com/listing/kerryhead-ballyheigue-toddler-group/,0667116961,,52.3942172,-9.8393105,full
Kilcummin Baby & Toddler Group,"Playgroups, Baby & Toddler Group","Clashnagarrane, County Kerry, V93 K22T, Ireland",https://totsspots.com/listing/kilcummin-baby-toddler-group/,,kilcumminbabyandtoddlergroup@gmail.com,52.0976841,-9.4823304,full
"Kilflynn Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Kilflynn, County Kerry, Ireland",https://totsspots.com/listing/kilflynn-parent-baby-toddler-group/,0879893847,,52.3501687,-9.624856,full
"Kilgarvan Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Kilgarvan Community Centre, Churchground, Kilgarvan, County Kerry, Ireland",https://totsspots.com/listing/kilgarvan-parent-baby-toddler-group/,0646642790,,51.9099153,-9.4299087,drop-venue
"Kilkelly Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Kilkelly, County Mayo, Ireland",https://totsspots.com/listing/kilkelly-parent-baby-and-toddler-group/,,anneglavey@yahoo.ie,53.8708104,-8.8493255,full
"Kilkishen Parent, Baby & Toddler Group","Playgroups, Baby & Toddler Group","Gortnacorragh, County Clare, V95 KN34, Ireland",https://totsspots.com/listing/kilkishen-parent-baby-toddler-group/,0877556930,,52.8069277,-8.761033,full
"Killeedy Parent, Baby and Toddler Group","Playgroups, Baby & Toddler Group","Gortnaclohy, County Limerick, V42 V960, Ireland",https://totsspots.com/listing/killeedy-parent-baby-toddler-group/,,,52.362548,-9.0699291,full
